State,H3_Resolution,Total_Cells,Fire_History_Cells,No_Fire_Cells,Unique_L3_Ecoregions,Lat_Min,Lat_Max,Lon_Min,Lon_Max
Texas,8,317142,20831,296311,12,25.8569,36.4999,-106.6492,-93.522
