h3_cell,date_utc,window_hour,window_6h_utc,label,centroid_lat,centroid_lon,fire_year,state
8826dc9999fffff,2014-01-14,18,2014-01-14 18:00:00,0,34.800262,-100.143701,2014,TX
8826d050d3fffff,2014-01-14,18,2014-01-14 18:00:00,0,35.836698,-102.909474,2014,TX
8826ccb913fffff,2014-01-14,18,2014-01-14 18:00:00,0,34.567817,-96.252178,2014,TX
8848d8d98dfffff,2014-01-14,18,2014-01-14 18:00:00,0,35.089524,-105.686234,2014,TX
8826dd8c2dfffff,2014-01-14,18,2014-01-14 18:00:00,0,33.893695,-98.929362,2014,TX
8844683969fffff,2014-01-14,18,2014-01-14 18:00:00,0,31.018989,-94.906144,2014,TX
8826cd6a67fffff,2014-01-14,18,2014-01-14 18:00:00,0,33.383778,-95.913673,2014,TX
8826c86ab1fffff,2014-01-14,18,2014-01-14 18:00:00,0,32.907275,-97.104805,2014,TX
8848957211fffff,2014-01-14,18,2014-01-14 18:00:00,0,27.859282,-97.530228,2014,TX
8848d3706dfffff,2014-01-14,18,2014-01-14 18:00:00,0,34.373496,-103.657129,2014,TX
884894d623fffff,2014-01-14,18,2014-01-14 18:00:00,0,26.483132,-96.579361,2014,TX
8826d63a27fffff,2014-01-14,18,2014-01-14 18:00:00,0,36.210262,-103.482981,2014,TX
8844682d47fffff,2014-01-14,18,2014-01-14 18:00:00,0,31.292489,-95.038678,2014,TX
8826d88dd1fffff,2014-01-14,18,2014-01-14 18:00:00,0,33.423878,-100.170409,2014,TX
88446d7053fffff,2014-01-14,18,2014-01-14 18:00:00,0,30.597117,-95.925768,2014,TX
8848812e33fffff,2014-01-14,18,2014-01-14 18:00:00,0,29.153367,-101.273012,2014,TX
88488b989bfffff,2014-01-14,18,2014-01-14 18:00:00,0,31.227368,-101.906891,2014,TX
8826d25821fffff,2014-01-14,18,2014-01-14 18:00:00,0,35.347439,-104.485082,2014,TX
8826c06441fffff,2014-01-14,18,2014-01-14 18:00:00,0,35.460729,-98.827719,2014,TX
8826d2a129fffff,2014-01-14,18,2014-01-14 18:00:00,0,35.330318,-103.32603,2014,TX
88446d5143fffff,2014-01-14,18,2014-01-14 18:00:00,0,30.212519,-95.568975,2014,TX
8826d8508dfffff,2014-01-14,18,2014-01-14 18:00:00,0,33.338671,-100.82788,2014,TX
8826c229e9fffff,2014-01-14,18,2014-01-14 18:00:00,0,35.050015,-99.983014,2014,TX
8848d36337fffff,2014-01-15,0,2014-01-15 00:00:00,0,34.537539,-103.617322,2014,TX
8826c9324bfffff,2014-01-15,0,2014-01-15 00:00:00,0,32.500893,-95.360671,2014,TX
884881422dfffff,2014-01-15,0,2014-01-15 00:00:00,0,28.62391,-100.476014,2014,TX
8826c2d9d5fffff,2014-01-15,0,2014-01-15 00:00:00,0,35.914599,-100.52302,2014,TX
8826d8aa43fffff,2014-01-15,0,2014-01-15 00:00:00,0,33.278596,-99.987717,2014,TX
8848966d43fffff,2014-01-15,0,2014-01-15 00:00:00,0,27.904561,-95.156407,2014,TX
88489c109bfffff,2014-01-15,0,2014-01-15 00:00:00,0,29.444209,-98.635102,2014,TX
8826d92c45fffff,2014-01-15,0,2014-01-15 00:00:00,0,32.035364,-99.017419,2014,TX
8848c24a35fffff,2014-01-15,0,2014-01-15 00:00:00,0,33.280859,-105.727027,2014,TX
8848d6b911fffff,2014-01-15,0,2014-01-15 00:00:00,0,32.228461,-103.189092,2014,TX
8844698cc3fffff,2014-01-15,18,2014-01-15 18:00:00,0,31.328832,-96.155453,2014,TX
88489ed24dfffff,2014-01-15,18,2014-01-15 18:00:00,0,29.348089,-97.105167,2014,TX
8848d17a8dfffff,2014-01-15,18,2014-01-15 18:00:00,0,33.975114,-104.845115,2014,TX
88488c0287fffff,2014-01-15,18,2014-01-15 18:00:00,0,29.347176,-102.11836,2014,TX
88489dc181fffff,2014-01-15,18,2014-01-15 18:00:00,0,29.942602,-99.286588,2014,TX
88489059b7fffff,2014-01-15,18,2014-01-15 18:00:00,0,28.096415,-95.803055,2014,TX
8848f3329dfffff,2014-01-15,18,2014-01-15 18:00:00,0,31.569669,-105.787541,2014,TX
8826d32a59fffff,2014-01-15,18,2014-01-15 18:00:00,0,34.278203,-102.426784,2014,TX
8826ca9631fffff,2014-01-15,18,2014-01-15 18:00:00,0,33.430025,-97.576826,2014,TX
88488355edfffff,2014-01-15,18,2014-01-15 18:00:00,0,29.09816,-99.375158,2014,TX
8848d14733fffff,2014-01-15,18,2014-01-15 18:00:00,0,33.805139,-104.752227,2014,TX
8826d26e37fffff,2014-01-15,18,2014-01-15 18:00:00,0,34.7729,-103.97331,2014,TX
88446e656dfffff,2014-01-15,18,2014-01-15 18:00:00,0,30.493687,-93.682652,2014,TX
8848d57693fffff,2014-01-15,18,2014-01-15 18:00:00,0,32.880754,-105.337681,2014,TX
8848924137fffff,2014-01-15,18,2014-01-15 18:00:00,0,28.552954,-94.712123,2014,TX
8848948a0bfffff,2014-01-15,18,2014-01-15 18:00:00,0,26.569625,-96.751411,2014,TX
884899b689fffff,2014-01-15,18,2014-01-15 18:00:00,0,31.302044,-100.200739,2014,TX
8826d9b59bfffff,2014-01-15,18,2014-01-15 18:00:00,0,32.551373,-98.580162,2014,TX
8826db8499fffff,2014-01-15,18,2014-01-15 18:00:00,0,32.336193,-100.075187,2014,TX
8848f2b861fffff,2014-01-15,18,2014-01-15 18:00:00,0,30.558313,-104.579827,2014,TX
88488a7725fffff,2014-01-15,18,2014-01-15 18:00:00,0,31.244723,-100.556185,2014,TX
8848f3859bfffff,2014-01-15,18,2014-01-15 18:00:00,0,31.14311,-105.745731,2014,TX
88446da023fffff,2014-01-15,18,2014-01-15 18:00:00,0,30.382294,-96.574871,2014,TX
88489bcd07fffff,2014-01-15,18,2014-01-15 18:00:00,0,31.631869,-97.813617,2014,TX
88446885c1fffff,2014-01-15,18,2014-01-15 18:00:00,0,30.532812,-95.224725,2014,TX
8826c99a29fffff,2014-01-15,18,2014-01-15 18:00:00,0,33.166978,-95.607636,2014,TX
88488c8191fffff,2014-01-15,18,2014-01-15 18:00:00,0,29.016094,-102.255484,2014,TX
8826d60599fffff,2014-01-15,18,2014-01-15 18:00:00,0,36.271888,-103.468527,2014,TX
88489c8547fffff,2014-01-15,18,2014-01-15 18:00:00,0,29.240721,-98.83981,2014,TX
88489384bdfffff,2014-01-15,18,2014-01-15 18:00:00,0,29.028876,-96.688985,2014,TX
8826c3aec9fffff,2014-01-15,18,2014-01-15 18:00:00,0,34.68708,-98.351287,2014,TX
8826de14d7fffff,2014-01-15,18,2014-01-15 18:00:00,0,33.954781,-101.235016,2014,TX
884886019dfffff,2014-01-15,18,2014-01-15 18:00:00,0,27.299487,-98.856869,2014,TX
8848c64643fffff,2014-01-15,18,2014-01-15 18:00:00,0,32.109433,-106.193704,2014,TX
884890d647fffff,2014-01-15,18,2014-01-15 18:00:00,0,27.598084,-96.414161,2014,TX
8848d26a09fffff,2014-01-15,18,2014-01-15 18:00:00,0,33.881631,-102.383195,2014,TX
88488019e7fffff,2014-01-15,18,2014-01-15 18:00:00,0,27.894266,-99.708362,2014,TX
88488a9465fffff,2014-01-15,18,2014-01-15 18:00:00,0,30.486909,-101.03997,2014,TX
8848962ed5fffff,2014-01-15,18,2014-01-15 18:00:00,0,27.896063,-95.783964,2014,TX
88446b8ae7fffff,2014-01-15,18,2014-01-15 18:00:00,0,31.569662,-94.775691,2014,TX
8848994d1bfffff,2014-01-15,18,2014-01-15 18:00:00,0,31.602141,-98.864668,2014,TX
8826d861c7fffff,2014-01-15,18,2014-01-15 18:00:00,0,32.818025,-100.625247,2014,TX
8848d6c4c1fffff,2014-01-15,18,2014-01-15 18:00:00,0,32.109193,-102.787486,2014,TX
8848833567fffff,2014-01-15,18,2014-01-15 18:00:00,0,29.401955,-100.116732,2014,TX
8826d854bbfffff,2014-01-15,18,2014-01-15 18:00:00,0,33.208922,-100.656047,2014,TX
8826d31749fffff,2014-01-15,18,2014-01-15 18:00:00,0,34.773623,-102.465533,2014,TX
8848d58021fffff,2014-01-15,18,2014-01-15 18:00:00,0,32.147245,-105.448714,2014,TX
8848f37561fffff,2014-01-15,18,2014-01-15 18:00:00,0,31.705009,-105.245737,2014,TX
8826d96b6bfffff,2014-01-15,18,2014-01-15 18:00:00,0,32.15937,-99.72903,2014,TX
8826db46e7fffff,2014-01-15,18,2014-01-15 18:00:00,0,31.988902,-100.833905,2014,TX
88446935e3fffff,2014-01-15,18,2014-01-15 18:00:00,0,31.869543,-96.301203,2014,TX
8826dc3031fffff,2014-01-15,18,2014-01-15 18:00:00,0,34.155125,-99.893515,2014,TX
8848d17627fffff,2014-01-15,18,2014-01-15 18:00:00,0,33.975407,-105.122277,2014,TX
8826de5895fffff,2014-01-15,18,2014-01-15 18:00:00,0,33.944272,-102.109977,2014,TX
88489612b5fffff,2014-01-15,18,2014-01-15 18:00:00,0,27.230267,-95.551897,2014,TX
8826d3d65bfffff,2014-01-15,18,2014-01-15 18:00:00,0,35.112808,-102.666997,2014,TX
8826d152c3fffff,2014-01-15,18,2014-01-15 18:00:00,0,35.22619,-101.754039,2014,TX
8848f36363fffff,2014-01-15,18,2014-01-15 18:00:00,0,31.725298,-105.10444,2014,TX
8848f22f0bfffff,2014-01-15,18,2014-01-15 18:00:00,0,31.183151,-104.504017,2014,TX
88444db801fffff,2014-01-15,18,2014-01-15 18:00:00,0,32.907002,-94.817856,2014,TX
8848de319bfffff,2014-01-15,18,2014-01-15 18:00:00,0,35.084984,-105.37788,2014,TX
8826d07ae9fffff,2014-01-15,18,2014-01-15 18:00:00,0,35.493269,-102.80359,2014,TX
8826db1467fffff,2014-01-15,18,2014-01-15 18:00:00,0,32.175204,-100.371673,2014,TX
884896aa05fffff,2014-01-15,18,2014-01-15 18:00:00,0,27.362032,-95.804092,2014,TX
8848c65595fffff,2014-01-15,18,2014-01-15 18:00:00,0,32.089862,-106.153428,2014,TX
884892b103fffff,2014-01-15,18,2014-01-15 18:00:00,0,28.345622,-95.725024,2014,TX
8826c04aebfffff,2014-01-15,18,2014-01-15 18:00:00,0,35.858076,-99.405153,2014,TX
8848d89a07fffff,2014-01-15,18,2014-01-15 18:00:00,0,34.944687,-106.280981,2014,TX
8826d5b045fffff,2014-01-15,18,2014-01-15 18:00:00,0,36.400743,-100.629809,2014,TX
8848dc52e5fffff,2014-01-15,18,2014-01-15 18:00:00,0,34.206682,-105.840395,2014,TX
88489d1209fffff,2014-01-15,18,2014-01-15 18:00:00,0,30.025495,-99.658539,2014,TX
8826dd7a31fffff,2014-01-15,18,2014-01-15 18:00:00,0,33.423315,-99.459125,2014,TX
88488dcf17fffff,2014-01-15,18,2014-01-15 18:00:00,0,29.806896,-102.805174,2014,TX
88489945c1fffff,2014-01-15,18,2014-01-15 18:00:00,0,31.55591,-99.053674,2014,TX
88488c8ecdfffff,2014-01-15,18,2014-01-15 18:00:00,0,29.074691,-102.31315,2014,TX
8826d24405fffff,2014-01-15,18,2014-01-15 18:00:00,0,35.166786,-104.138019,2014,TX
88446cc705fffff,2014-01-15,18,2014-01-15 18:00:00,0,29.32563,-94.915106,2014,TX
8848932683fffff,2014-01-15,18,2014-01-15 18:00:00,0,29.721477,-96.777241,2014,TX
8848890107fffff,2014-01-15,18,2014-01-15 18:00:00,0,31.204051,-102.936345,2014,TX
88446a2411fffff,2014-01-15,18,2014-01-15 18:00:00,0,31.649504,-94.079527,2014,TX
88489e39cdfffff,2014-01-15,18,2014-01-15 18:00:00,0,30.257783,-97.408059,2014,TX
8826c88a5bfffff,2014-01-15,18,2014-01-15 18:00:00,0,33.745617,-96.636928,2014,TX
8848948431fffff,2014-01-15,18,2014-01-15 18:00:00,0,26.690966,-97.019702,2014,TX
88488c7607fffff,2014-01-15,18,2014-01-15 18:00:00,0,29.626804,-102.037693,2014,TX
8848c260d9fffff,2014-01-15,18,2014-01-15 18:00:00,0,33.625413,-106.280033,2014,TX
8848f06d25fffff,2014-01-15,18,2014-01-15 18:00:00,0,30.806047,-105.149845,2014,TX
8826c81139fffff,2014-01-15,18,2014-01-15 18:00:00,0,33.507313,-96.806328,2014,TX
8826da0d15fffff,2014-01-15,18,2014-01-15 18:00:00,0,32.619749,-101.709887,2014,TX
88446e0315fffff,2014-01-15,18,2014-01-15 18:00:00,0,29.996933,-93.842556,2014,TX
8848ab6017fffff,2014-01-15,18,2014-01-15 18:00:00,0,29.292311,-103.077172,2014,TX
8826da4dd7fffff,2014-01-15,18,2014-01-15 18:00:00,0,32.552555,-102.176157,2014,TX
8826d26b61fffff,2014-01-15,18,2014-01-15 18:00:00,0,34.907276,-104.230681,2014,TX
8826ce74c3fffff,2014-01-15,18,2014-01-15 18:00:00,0,33.728127,-97.838517,2014,TX
8826cad561fffff,2014-01-15,18,2014-01-15 18:00:00,0,33.397474,-98.215884,2014,TX
88488d8ae7fffff,2014-01-15,18,2014-01-15 18:00:00,0,29.688887,-103.224865,2014,TX
8826ced231fffff,2014-01-15,18,2014-01-15 18:00:00,0,34.641473,-98.065862,2014,TX
88489a2315fffff,2014-01-15,18,2014-01-15 18:00:00,0,31.437264,-97.382985,2014,TX
8848988813fffff,2014-01-15,18,2014-01-15 18:00:00,0,30.382566,-98.445381,2014,TX
8826d505e7fffff,2014-01-15,18,2014-01-15 18:00:00,0,36.049088,-101.076042,2014,TX
8848f31465fffff,2014-01-15,18,2014-01-15 18:00:00,0,31.297473,-105.516613,2014,TX
88489bd16dfffff,2014-01-15,18,2014-01-15 18:00:00,0,31.276956,-97.84199,2014,TX
88489b0707fffff,2014-01-15,18,2014-01-15 18:00:00,0,31.884887,-98.302768,2014,TX
8848920933fffff,2014-01-15,18,2014-01-15 18:00:00,0,28.600592,-95.035824,2014,TX
8848892c23fffff,2014-01-15,18,2014-01-15 18:00:00,0,31.732397,-103.275958,2014,TX
8844687323fffff,2014-01-15,18,2014-01-15 18:00:00,0,30.95317,-94.615791,2014,TX
884893d29bfffff,2014-01-15,18,2014-01-15 18:00:00,0,28.720155,-96.151532,2014,TX
88446d2911fffff,2014-01-15,18,2014-01-15 18:00:00,0,30.822983,-96.140101,2014,TX
8848c64f25fffff,2014-01-15,18,2014-01-15 18:00:00,0,32.215402,-105.897436,2014,TX
88489d8015fffff,2014-01-15,18,2014-01-15 18:00:00,0,29.876692,-99.831946,2014,TX
88489ecf41fffff,2014-01-15,18,2014-01-15 18:00:00,0,29.684221,-96.987819,2014,TX
8848998a6bfffff,2014-01-15,18,2014-01-15 18:00:00,0,31.002771,-99.504176,2014,TX
8826d920e1fffff,2014-01-15,18,2014-01-15 18:00:00,0,32.137405,-98.96774,2014,TX
8826de770bfffff,2014-01-15,18,2014-01-15 18:00:00,0,33.668922,-101.554893,2014,TX
88489aa5d3fffff,2014-01-15,18,2014-01-15 18:00:00,0,31.247894,-97.788513,2014,TX
8848823a07fffff,2014-01-15,18,2014-01-15 18:00:00,0,28.609454,-98.860161,2014,TX
8826c666e1fffff,2014-01-15,18,2014-01-15 18:00:00,0,36.157815,-99.897975,2014,TX
8848946323fffff,2014-01-15,18,2014-01-15 18:00:00,0,27.304814,-96.379482,2014,TX
8826db574dfffff,2014-01-15,18,2014-01-15 18:00:00,0,32.224864,-100.903371,2014,TX
88488e25bdfffff,2014-01-15,18,2014-01-15 18:00:00,0,30.343087,-101.229453,2014,TX
8848d02cadfffff,2014-01-15,18,2014-01-15 18:00:00,0,33.592828,-104.313442,2014,TX
8826cb5b51fffff,2014-01-15,18,2014-01-15 18:00:00,0,32.389664,-97.624318,2014,TX
8826c28ab5fffff,2014-01-15,18,2014-01-15 18:00:00,0,35.801732,-99.936643,2014,TX
88489222bbfffff,2014-01-15,18,2014-01-15 18:00:00,0,28.903811,-95.610694,2014,TX
8848883515fffff,2014-01-15,18,2014-01-15 18:00:00,0,30.818303,-102.321581,2014,TX
8826c30645fffff,2014-01-15,18,2014-01-15 18:00:00,0,34.774297,-98.747377,2014,TX
88446ad4b5fffff,2014-01-15,18,2014-01-15 18:00:00,0,30.806202,-93.59656,2014,TX
8826d3811bfffff,2014-01-15,18,2014-01-15 18:00:00,0,34.9973,-102.430722,2014,TX
88489e550dfffff,2014-01-15,18,2014-01-15 18:00:00,0,29.91792,-96.919966,2014,TX
88446e8f59fffff,2014-01-15,18,2014-01-15 18:00:00,0,29.750611,-94.063791,2014,TX
8826c21611fffff,2014-01-15,18,2014-01-15 18:00:00,0,35.602478,-99.805176,2014,TX
88488800b1fffff,2014-01-15,18,2014-01-15 18:00:00,0,30.577969,-101.951266,2014,TX
88489ac8e9fffff,2014-01-15,18,2014-01-15 18:00:00,0,30.825042,-96.711112,2014,TX
88489a0033fffff,2014-01-15,18,2014-01-15 18:00:00,0,31.136637,-97.13852,2014,TX
88488ca559fffff,2014-01-15,18,2014-01-15 18:00:00,0,29.393871,-102.667541,2014,TX
8848913991fffff,2014-01-15,18,2014-01-15 18:00:00,0,29.16002,-97.60989,2014,TX
8848f22c05fffff,2014-01-15,18,2014-01-15 18:00:00,0,31.235979,-104.52648,2014,TX
8848d831b9fffff,2014-01-15,18,2014-01-15 18:00:00,0,35.735333,-106.520329,2014,TX
8848d2c65dfffff,2014-01-15,18,2014-01-15 18:00:00,0,33.155397,-102.657765,2014,TX
8848d22e09fffff,2014-01-15,18,2014-01-15 18:00:00,0,33.945059,-103.069949,2014,TX
88489a54ebfffff,2014-01-15,18,2014-01-15 18:00:00,0,31.098511,-96.838926,2014,TX
8826d32613fffff,2014-01-15,18,2014-01-15 18:00:00,0,34.206694,-102.084189,2014,TX
8826d98cdbfffff,2014-01-15,18,2014-01-15 18:00:00,0,32.720657,-98.991557,2014,TX
8826ce256dfffff,2014-01-15,18,2014-01-15 18:00:00,0,33.637443,-97.500998,2014,TX
8848c6c291fffff,2014-01-15,18,2014-01-15 18:00:00,0,31.69331,-106.295777,2014,TX
88446ea4a7fffff,2014-01-15,18,2014-01-15 18:00:00,0,30.205217,-94.508233,2014,TX
8848d1add3fffff,2014-01-15,18,2014-01-15 18:00:00,0,33.859162,-105.666339,2014,TX
8826c2a545fffff,2014-01-15,18,2014-01-15 18:00:00,0,35.441406,-99.440143,2014,TX
8848911221fffff,2014-01-15,18,2014-01-15 18:00:00,0,28.612449,-97.530776,2014,TX
8848916023fffff,2014-01-15,18,2014-01-15 18:00:00,0,29.226978,-97.254798,2014,TX
8848939813fffff,2014-01-15,18,2014-01-15 18:00:00,0,28.774967,-96.394519,2014,TX
88488d5a5dfffff,2014-01-15,18,2014-01-15 18:00:00,0,29.89756,-102.528259,2014,TX
8826ce0211fffff,2014-01-15,18,2014-01-15 18:00:00,0,34.124989,-97.780936,2014,TX
8826de4467fffff,2014-01-15,18,2014-01-15 18:00:00,0,33.820022,-101.870954,2014,TX
8848c2c237fffff,2014-01-15,18,2014-01-15 18:00:00,0,32.817524,-106.121385,2014,TX
88446dd369fffff,2014-01-15,18,2014-01-15 18:00:00,0,29.76958,-95.805612,2014,TX
8826cd8ec1fffff,2014-01-15,18,2014-01-15 18:00:00,0,33.986752,-95.2196,2014,TX
88488b7497fffff,2014-01-15,18,2014-01-15 18:00:00,0,32.05769,-101.790722,2014,TX
8848903197fffff,2014-01-15,18,2014-01-15 18:00:00,0,28.38469,-96.749475,2014,TX
88488d08cbfffff,2014-01-15,18,2014-01-15 18:00:00,0,30.127411,-103.022653,2014,TX
8826c3b987fffff,2014-01-15,18,2014-01-15 18:00:00,0,34.854346,-98.603896,2014,TX
88446a1511fffff,2014-01-15,18,2014-01-15 18:00:00,0,31.117861,-93.780902,2014,TX
8826d3d54dfffff,2014-01-15,18,2014-01-15 18:00:00,0,35.073104,-102.815053,2014,TX
8848f04cbdfffff,2014-01-15,18,2014-01-15 18:00:00,0,30.498972,-104.988971,2014,TX
8826c14165fffff,2014-01-15,18,2014-01-15 18:00:00,0,35.203557,-98.282411,2014,TX
8848de08b9fffff,2014-01-15,18,2014-01-15 18:00:00,0,34.962513,-104.905742,2014,TX
8848da8553fffff,2014-01-15,18,2014-01-15 18:00:00,0,35.668128,-105.266357,2014,TX
8826d0d357fffff,2014-01-15,18,2014-01-15 18:00:00,0,36.322124,-102.784992,2014,TX
88446c0149fffff,2014-01-15,18,2014-01-15 18:00:00,0,29.615744,-95.016381,2014,TX
8826d51417fffff,2014-01-15,18,2014-01-15 18:00:00,0,36.235032,-100.974463,2014,TX
8826dc6e8dfffff,2014-01-15,18,2014-01-15 18:00:00,0,33.843069,-100.389268,2014,TX
8826d82d0dfffff,2014-01-15,18,2014-01-15 18:00:00,0,32.724288,-100.177584,2014,TX
8826d35a01fffff,2014-01-15,18,2014-01-15 18:00:00,0,34.745208,-103.272313,2014,TX
88446e08c1fffff,2014-01-15,18,2014-01-15 18:00:00,0,30.11972,-93.736693,2014,TX
8826c39321fffff,2014-01-15,18,2014-01-15 18:00:00,0,35.38013,-98.740777,2014,TX
8848d68c3bfffff,2014-01-15,18,2014-01-15 18:00:00,0,32.134737,-103.087984,2014,TX
884895b05bfffff,2014-01-15,18,2014-01-15 18:00:00,0,27.478896,-98.222297,2014,TX
8848d0893bfffff,2014-01-15,18,2014-01-15 18:00:00,0,32.720733,-103.979072,2014,TX
8826dcade5fffff,2014-01-15,18,2014-01-15 18:00:00,0,34.198115,-99.774339,2014,TX
8848d59729fffff,2014-01-15,18,2014-01-15 18:00:00,0,32.01781,-105.58653,2014,TX
8826d0496dfffff,2014-01-15,18,2014-01-15 18:00:00,0,35.675254,-103.296436,2014,TX
88489db631fffff,2014-01-15,18,2014-01-15 18:00:00,0,30.131554,-100.307617,2014,TX
88446bc493fffff,2014-01-15,18,2014-01-15 18:00:00,0,31.707924,-94.618511,2014,TX
88489bd58dfffff,2014-01-15,18,2014-01-15 18:00:00,0,31.446988,-98.054789,2014,TX
8826cbcdebfffff,2014-01-15,18,2014-01-15 18:00:00,0,32.405985,-97.297889,2014,TX
8848d200a7fffff,2014-01-15,18,2014-01-15 18:00:00,0,33.55741,-102.761647,2014,TX
8848daad87fffff,2014-01-15,18,2014-01-15 18:00:00,0,36.144352,-105.410762,2014,TX
8826cec149fffff,2014-01-15,18,2014-01-15 18:00:00,0,34.479111,-98.187199,2014,TX
884468af31fffff,2014-01-15,18,2014-01-15 18:00:00,0,30.899244,-95.300967,2014,TX
8826d9c4a9fffff,2014-01-15,18,2014-01-15 18:00:00,0,32.751397,-99.383264,2014,TX
884890968dfffff,2014-01-15,18,2014-01-15 18:00:00,0,27.641763,-96.933462,2014,TX
88446a2ad1fffff,2014-01-15,18,2014-01-15 18:00:00,0,31.573932,-93.83482,2014,TX
8848812965fffff,2014-01-15,18,2014-01-15 18:00:00,0,29.070072,-100.982188,2014,TX
88446c0825fffff,2014-01-15,18,2014-01-15 18:00:00,0,29.710172,-94.870097,2014,TX
88444d0061fffff,2014-01-15,18,2014-01-15 18:00:00,0,32.99879,-94.441578,2014,TX
8848c6c33dfffff,2014-01-15,18,2014-01-15 18:00:00,0,31.653039,-106.145897,2014,TX
8848de4c87fffff,2014-01-15,18,2014-01-15 18:00:00,0,35.091238,-104.533729,2014,TX
8848939401fffff,2014-01-15,18,2014-01-15 18:00:00,0,28.796952,-96.686529,2014,TX
8826c315e3fffff,2014-01-15,18,2014-01-15 18:00:00,0,34.810675,-98.7983,2014,TX
8826ccb6a7fffff,2014-01-15,18,2014-01-15 18:00:00,0,34.526314,-95.829818,2014,TX
8826d00ea5fffff,2014-01-15,18,2014-01-15 18:00:00,0,35.590362,-102.45368,2014,TX
8848d5902dfffff,2014-01-15,18,2014-01-15 18:00:00,0,31.974854,-105.457733,2014,TX
8848d3ca55fffff,2014-01-15,18,2014-01-15 18:00:00,0,33.811616,-103.443219,2014,TX
88489c2601fffff,2014-01-15,18,2014-01-15 18:00:00,0,29.955894,-98.999924,2014,TX
8848dc4abdfffff,2014-01-15,18,2014-01-15 18:00:00,0,34.468363,-105.669762,2014,TX
8826de9aadfffff,2014-01-15,18,2014-01-15 18:00:00,0,34.429841,-101.373957,2014,TX
8826cc5a1dfffff,2014-01-15,18,2014-01-15 18:00:00,0,34.622457,-97.189245,2014,TX
8826c90121fffff,2014-01-15,18,2014-01-15 18:00:00,0,32.625235,-95.803913,2014,TX
8848d0b0a1fffff,2014-01-15,18,2014-01-15 18:00:00,0,32.875868,-104.567444,2014,TX
8826c34801fffff,2014-01-15,18,2014-01-15 18:00:00,0,34.721385,-99.637163,2014,TX
8826d1008bfffff,2014-01-15,18,2014-01-15 18:00:00,0,35.022443,-101.277099,2014,TX
8826cdca69fffff,2014-01-15,18,2014-01-15 18:00:00,0,34.140561,-95.941333,2014,TX
8826cd12b7fffff,2014-01-15,18,2014-01-15 18:00:00,0,33.880121,-95.412426,2014,TX
8848914f15fffff,2014-01-15,18,2014-01-15 18:00:00,0,28.966307,-96.952236,2014,TX
8826cab58dfffff,2014-01-15,18,2014-01-15 18:00:00,0,32.985193,-97.365176,2014,TX
88489b1aa5fffff,2014-01-15,18,2014-01-15 18:00:00,0,31.730938,-98.079236,2014,TX
88488c268dfffff,2014-01-15,18,2014-01-15 18:00:00,0,29.793207,-102.564144,2014,TX
88488348e1fffff,2014-01-15,18,2014-01-15 18:00:00,0,29.228274,-99.104213,2014,TX
8826cb81a3fffff,2014-01-15,18,2014-01-15 18:00:00,0,32.548021,-96.771891,2014,TX
88488e28d1fffff,2014-01-15,18,2014-01-15 18:00:00,0,30.278675,-101.005078,2014,TX
8848822313fffff,2014-01-15,18,2014-01-15 18:00:00,0,28.728743,-98.970397,2014,TX
8848d04219fffff,2014-01-15,18,2014-01-15 18:00:00,0,33.00879,-103.547109,2014,TX
88489a01e5fffff,2014-01-15,18,2014-01-15 18:00:00,0,31.146147,-97.072367,2014,TX
8826de1161fffff,2014-01-15,18,2014-01-15 18:00:00,0,34.113846,-101.557264,2014,TX
8848f289ddfffff,2014-01-15,18,2014-01-15 18:00:00,0,30.419752,-104.27321,2014,TX
8826dd544bfffff,2014-01-15,18,2014-01-15 18:00:00,0,33.738251,-99.426655,2014,TX
8848d60063fffff,2014-01-15,18,2014-01-15 18:00:00,0,32.336571,-102.865872,2014,TX
8844697169fffff,2014-01-15,18,2014-01-15 18:00:00,0,31.705241,-95.611557,2014,TX
88489bbb3bfffff,2014-01-15,18,2014-01-15 18:00:00,0,31.677118,-98.516677,2014,TX
8848950d11fffff,2014-01-15,18,2014-01-15 18:00:00,0,27.856421,-97.600152,2014,TX
884893ab5dfffff,2014-01-15,18,2014-01-15 18:00:00,0,29.217396,-96.588394,2014,TX
8826c39451fffff,2014-01-15,18,2014-01-15 18:00:00,0,35.243523,-98.488869,2014,TX
88488846c1fffff,2014-01-15,18,2014-01-15 18:00:00,0,30.606197,-101.635332,2014,TX
8848da32b1fffff,2014-01-15,18,2014-01-15 18:00:00,0,36.165648,-105.336133,2014,TX
88488b8f25fffff,2014-01-15,18,2014-01-15 18:00:00,0,31.383898,-101.891212,2014,TX
8826c34963fffff,2014-01-15,18,2014-01-15 18:00:00,0,34.725519,-99.728727,2014,TX
8826ca9699fffff,2014-01-15,18,2014-01-15 18:00:00,0,33.393636,-97.506271,2014,TX
88489dcf6dfffff,2014-01-15,18,2014-01-15 18:00:00,0,29.976458,-99.227506,2014,TX
88488c20abfffff,2014-01-15,18,2014-01-15 18:00:00,0,29.768034,-102.368993,2014,TX
8826c874ebfffff,2014-01-15,18,2014-01-15 18:00:00,0,33.005385,-96.78772,2014,TX
884468a6ddfffff,2014-01-15,18,2014-01-15 18:00:00,0,30.856123,-95.608235,2014,TX
8826ca5241fffff,2014-01-15,18,2014-01-15 18:00:00,0,33.183327,-98.468909,2014,TX
8826d155dbfffff,2014-01-15,18,2014-01-15 18:00:00,0,35.063002,-101.671676,2014,TX
