h3_cell,date_utc,window_hour,window_6h_utc,label,centroid_lat,centroid_lon,fire_year,state
884469db45fffff,2014-01-02,18,2014-01-02 18:00:00,0,30.958322,-95.445447,2014,TX
8826c38469fffff,2014-01-02,18,2014-01-02 18:00:00,0,35.097953,-98.558206,2014,TX
8848d40f07fffff,2014-01-02,18,2014-01-02 18:00:00,0,31.991207,-104.066625,2014,TX
8826dcb0b7fffff,2014-01-02,18,2014-01-02 18:00:00,0,34.478267,-99.627169,2014,TX
88489129c1fffff,2014-01-02,18,2014-01-02 18:00:00,0,29.285575,-97.567017,2014,TX
8844695593fffff,2014-01-02,18,2014-01-02 18:00:00,0,31.537719,-95.573232,2014,TX
8848d1240dfffff,2014-01-02,18,2014-01-02 18:00:00,0,34.125176,-105.627189,2014,TX
8826dca611fffff,2014-01-02,18,2014-01-02 18:00:00,0,34.339426,-99.471111,2014,TX
8826d98aa3fffff,2014-01-02,18,2014-01-02 18:00:00,0,32.851994,-99.170131,2014,TX
88444db06bfffff,2014-01-02,18,2014-01-02 18:00:00,0,32.837958,-94.98461,2014,TX
884882c617fffff,2014-01-02,18,2014-01-02 18:00:00,0,28.09072,-98.630975,2014,TX
884881a039fffff,2014-01-02,18,2014-01-02 18:00:00,0,28.631073,-101.475913,2014,TX
8826d322d7fffff,2014-01-02,18,2014-01-02 18:00:00,0,34.275916,-102.210408,2014,TX
884891c767fffff,2014-01-02,18,2014-01-02 18:00:00,0,28.496575,-97.312501,2014,TX
884894275bfffff,2014-01-02,18,2014-01-02 18:00:00,0,27.365172,-97.062339,2014,TX
88444d3453fffff,2014-01-02,18,2014-01-02 18:00:00,0,33.330522,-94.937912,2014,TX
8826c82849fffff,2014-01-02,18,2014-01-02 18:00:00,0,32.969797,-96.655639,2014,TX
8826d8d517fffff,2014-01-02,18,2014-01-02 18:00:00,0,33.644651,-100.536556,2014,TX
8848d62c2bfffff,2014-01-02,18,2014-01-02 18:00:00,0,32.874588,-103.150913,2014,TX
88489998edfffff,2014-01-02,18,2014-01-02 18:00:00,0,30.940084,-99.51992,2014,TX
8826cd5849fffff,2014-01-02,18,2014-01-02 18:00:00,0,33.88113,-96.157966,2014,TX
8848ded96dfffff,2014-01-02,18,2014-01-02 18:00:00,0,34.36807,-104.455925,2014,TX
88488971c3fffff,2014-01-02,18,2014-01-02 18:00:00,0,31.463342,-102.795945,2014,TX
8848d21997fffff,2014-01-02,18,2014-01-02 18:00:00,0,33.469359,-102.574496,2014,TX
88489e0213fffff,2014-01-02,18,2014-01-02 18:00:00,0,29.934354,-97.378211,2014,TX
8826dd8009fffff,2014-01-02,18,2014-01-02 18:00:00,0,34.063463,-98.868214,2014,TX
8848d598adfffff,2014-01-02,18,2014-01-02 18:00:00,0,32.095993,-105.324113,2014,TX
88446d00e1fffff,2014-01-02,18,2014-01-02 18:00:00,0,30.416429,-96.114672,2014,TX
8848da6933fffff,2014-01-02,18,2014-01-02 18:00:00,0,36.454311,-104.449469,2014,TX
884895175bfffff,2014-01-02,18,2014-01-02 18:00:00,0,27.550637,-97.841454,2014,TX
8826cc78c9fffff,2014-01-02,18,2014-01-02 18:00:00,0,34.188401,-96.909391,2014,TX
88444d15ebfffff,2014-01-02,18,2014-01-02 18:00:00,0,32.998568,-94.595476,2014,TX
88489345d1fffff,2014-01-02,18,2014-01-02 18:00:00,0,29.404721,-95.934165,2014,TX
8826ca04d9fffff,2014-01-02,18,2014-01-02 18:00:00,0,32.821245,-97.793392,2014,TX
8826dea295fffff,2014-01-02,18,2014-01-02 18:00:00,0,33.957986,-100.870745,2014,TX
8826cdb0d5fffff,2014-01-02,18,2014-01-02 18:00:00,0,33.86692,-94.913397,2014,TX
8826d27259fffff,2014-01-02,18,2014-01-02 18:00:00,0,35.145739,-103.899885,2014,TX
8848d31921fffff,2014-01-02,18,2014-01-02 18:00:00,0,34.083842,-103.621948,2014,TX
8826d95467fffff,2014-01-02,18,2014-01-02 18:00:00,0,32.587186,-99.633121,2014,TX
884895b94dfffff,2014-01-02,18,2014-01-02 18:00:00,0,27.522721,-97.944752,2014,TX
8848d646c9fffff,2014-01-02,18,2014-01-02 18:00:00,0,32.439498,-102.60573,2014,TX
88488ea0c9fffff,2014-01-02,18,2014-01-02 18:00:00,0,29.795359,-101.380064,2014,TX
8848f3bb1dfffff,2014-01-02,18,2014-01-02 18:00:00,0,31.19443,-105.699508,2014,TX
884883ba21fffff,2014-01-02,18,2014-01-02 18:00:00,0,28.926246,-100.112868,2014,TX
8826c27a91fffff,2014-01-02,18,2014-01-02 18:00:00,0,35.21021,-100.337534,2014,TX
88488dc50bfffff,2014-01-02,18,2014-01-02 18:00:00,0,29.773167,-102.94223,2014,TX
884893b49bfffff,2014-01-02,18,2014-01-02 18:00:00,0,29.234772,-97.022889,2014,TX
8848922da5fffff,2014-01-02,18,2014-01-02 18:00:00,0,29.107923,-95.43997,2014,TX
88446c4f65fffff,2014-01-02,18,2014-01-02 18:00:00,0,29.746041,-94.491928,2014,TX
8848d0102dfffff,2014-01-02,18,2014-01-02 18:00:00,0,32.859006,-103.995958,2014,TX
8848c24b47fffff,2014-01-02,18,2014-01-02 18:00:00,0,33.247823,-105.662952,2014,TX
88444d0a37fffff,2014-01-02,18,2014-01-02 18:00:00,0,33.044195,-94.30992,2014,TX
88446eaf21fffff,2014-01-02,18,2014-01-02 18:00:00,0,30.146449,-94.2661,2014,TX
8826d38ed5fffff,2014-01-02,18,2014-01-02 18:00:00,0,34.866481,-102.318357,2014,TX
8826dec2a7fffff,2014-01-02,18,2014-01-02 18:00:00,0,34.287827,-101.736788,2014,TX
8826c32805fffff,2014-01-02,18,2014-01-02 18:00:00,0,34.376671,-98.833979,2014,TX
88489c924dfffff,2014-01-02,18,2014-01-02 18:00:00,0,28.899625,-98.815106,2014,TX
8848ab64d9fffff,2014-01-03,18,2014-01-03 18:00:00,0,29.401597,-103.286708,2014,TX
884898691bfffff,2014-01-03,18,2014-01-03 18:00:00,0,31.150875,-97.926516,2014,TX
8826c020c7fffff,2014-01-03,18,2014-01-03 18:00:00,0,35.517047,-98.423611,2014,TX
884881cd95fffff,2014-01-03,18,2014-01-03 18:00:00,0,28.519463,-100.65101,2014,TX
8848d51ac1fffff,2014-01-03,18,2014-01-03 18:00:00,0,32.412589,-105.178553,2014,TX
8826d8105dfffff,2014-01-03,18,2014-01-03 18:00:00,0,33.424491,-100.324694,2014,TX
8826d2b1cbfffff,2014-01-03,18,2014-01-03 18:00:00,0,35.466446,-103.227422,2014,TX
8826d8aeddfffff,2014-01-03,18,2014-01-03 18:00:00,0,33.126522,-99.778601,2014,TX
8826d1616dfffff,2014-01-03,18,2014-01-03 18:00:00,0,34.704967,-101.66139,2014,TX
8848de18a1fffff,2014-01-03,18,2014-01-03 18:00:00,0,34.794635,-104.894151,2014,TX
8848922cd5fffff,2014-01-03,18,2014-01-03 18:00:00,0,29.089905,-95.559051,2014,TX
884890cd3bfffff,2014-01-03,18,2014-01-03 18:00:00,0,27.917088,-96.122247,2014,TX
88488d0609fffff,2014-01-03,18,2014-01-03 18:00:00,0,30.064466,-103.334671,2014,TX
884890b417fffff,2014-01-03,18,2014-01-03 18:00:00,0,28.044912,-97.15083,2014,TX
8826d9946bfffff,2014-01-03,18,2014-01-03 18:00:00,0,33.001003,-98.876342,2014,TX
8848d682a7fffff,2014-01-03,18,2014-01-03 18:00:00,0,31.95989,-103.142603,2014,TX
8848f37315fffff,2014-01-03,18,2014-01-03 18:00:00,0,31.580752,-105.149538,2014,TX
88489a39c9fffff,2014-01-03,18,2014-01-03 18:00:00,0,31.395298,-97.236228,2014,TX
88446d6647fffff,2014-01-03,18,2014-01-03 18:00:00,0,30.794217,-96.047114,2014,TX
88446d6eb9fffff,2014-01-03,18,2014-01-03 18:00:00,0,30.934976,-95.911617,2014,TX
8826d1d8e3fffff,2014-01-03,18,2014-01-03 18:00:00,0,35.483977,-101.770491,2014,TX
88488c316bfffff,2014-01-03,18,2014-01-03 18:00:00,0,29.531822,-102.277108,2014,TX
8848d22d51fffff,2014-01-03,18,2014-01-03 18:00:00,0,34.004566,-102.984979,2014,TX
884894b5cbfffff,2014-01-03,18,2014-01-03 18:00:00,0,26.905062,-97.294323,2014,TX
88488d82a9fffff,2014-01-03,18,2014-01-03 18:00:00,0,29.627681,-103.405701,2014,TX
8848da8abbfffff,2014-01-03,18,2014-01-03 18:00:00,0,35.6555,-105.043886,2014,TX
8848d34321fffff,2014-01-03,18,2014-01-03 18:00:00,0,34.160861,-103.289899,2014,TX
8848864853fffff,2014-01-03,18,2014-01-03 18:00:00,0,27.322119,-98.241966,2014,TX
88488c11c7fffff,2014-01-03,18,2014-01-03 18:00:00,0,29.219588,-102.038258,2014,TX
8848923353fffff,2014-01-03,18,2014-01-03 18:00:00,0,28.666163,-95.555294,2014,TX
884468b84bfffff,2014-01-03,18,2014-01-03 18:00:00,0,30.639835,-95.239336,2014,TX
8826db61ebfffff,2014-01-03,18,2014-01-03 18:00:00,0,31.67395,-100.789011,2014,TX
8848d0535dfffff,2014-01-03,18,2014-01-03 18:00:00,0,32.82765,-103.482825,2014,TX
884893c2c3fffff,2014-01-03,18,2014-01-03 18:00:00,0,28.852769,-96.103013,2014,TX
88488982b1fffff,2014-01-03,18,2014-01-03 18:00:00,0,30.810541,-103.298056,2014,TX
8848d5b5dbfffff,2014-01-03,18,2014-01-03 18:00:00,0,32.465868,-105.969757,2014,TX
8826dd1b5bfffff,2014-01-03,18,2014-01-03 18:00:00,0,33.836027,-99.264621,2014,TX
8826d2add3fffff,2014-01-03,18,2014-01-03 18:00:00,0,35.121781,-103.246333,2014,TX
88446d8007fffff,2014-01-03,18,2014-01-03 18:00:00,0,30.003751,-96.321692,2014,TX
884461a221fffff,2014-01-03,18,2014-01-03 18:00:00,0,28.8551,-94.56964,2014,TX
8826ce0a55fffff,2014-01-03,18,2014-01-03 18:00:00,0,34.089908,-97.968895,2014,TX
88446aa8edfffff,2014-01-03,18,2014-01-03 18:00:00,0,31.23907,-93.985692,2014,TX
884899a21bfffff,2014-01-03,18,2014-01-03 18:00:00,0,31.334799,-100.010401,2014,TX
8826cd4f2bfffff,2014-01-03,18,2014-01-03 18:00:00,0,33.631852,-96.097998,2014,TX
8826daa959fffff,2014-01-03,18,2014-01-03 18:00:00,0,32.780463,-101.33273,2014,TX
8826c664d5fffff,2014-01-03,18,2014-01-03 18:00:00,0,36.097706,-99.892583,2014,TX
88489b7b47fffff,2014-01-03,18,2014-01-03 18:00:00,0,32.040302,-97.773055,2014,TX
8826ca788dfffff,2014-01-03,18,2014-01-03 18:00:00,0,32.635331,-98.366364,2014,TX
8848820b6dfffff,2014-01-03,18,2014-01-03 18:00:00,0,28.378655,-98.469177,2014,TX
8826d9542bfffff,2014-01-03,18,2014-01-03 18:00:00,0,32.572305,-99.62136,2014,TX
88444d1719fffff,2014-01-03,18,2014-01-03 18:00:00,0,32.915214,-94.62824,2014,TX
8826c66c63fffff,2014-01-03,18,2014-01-03 18:00:00,0,36.088018,-100.152816,2014,TX
8848d20cd9fffff,2014-01-03,18,2014-01-03 18:00:00,0,33.68566,-102.802996,2014,TX
884891980bfffff,2014-01-03,18,2014-01-03 18:00:00,0,28.330953,-97.584022,2014,TX
8826d81a4dfffff,2014-01-03,18,2014-01-03 18:00:00,0,33.431798,-100.495671,2014,TX
8848f341b1fffff,2014-01-03,18,2014-01-03 18:00:00,0,31.507398,-104.826121,2014,TX
8826d821c5fffff,2014-01-03,18,2014-01-03 18:00:00,0,32.850338,-100.114617,2014,TX
884469d343fffff,2014-01-03,18,2014-01-03 18:00:00,0,30.909284,-95.636039,2014,TX
88446dce9dfffff,2014-01-03,18,2014-01-03 18:00:00,0,30.175344,-95.890337,2014,TX
884883763dfffff,2014-01-03,18,2014-01-03 18:00:00,0,29.391212,-99.736014,2014,TX
8848de7b39fffff,2014-01-03,18,2014-01-03 18:00:00,0,35.09256,-104.616128,2014,TX
88488c2b13fffff,2014-01-03,18,2014-01-03 18:00:00,0,29.744019,-102.153394,2014,TX
8848de0e6dfffff,2014-01-03,18,2014-01-03 18:00:00,0,34.914545,-105.025303,2014,TX
88489aa561fffff,2014-01-03,18,2014-01-03 18:00:00,0,31.18154,-97.696609,2014,TX
8826d09b59fffff,2014-01-03,18,2014-01-03 18:00:00,0,36.305173,-102.42503,2014,TX
88489840abfffff,2014-01-03,18,2014-01-03 18:00:00,0,30.76648,-97.890875,2014,TX
8848d0b6cdfffff,2014-01-03,18,2014-01-03 18:00:00,0,32.873737,-104.78228,2014,TX
8848dac199fffff,2014-01-03,18,2014-01-03 18:00:00,0,35.67435,-104.605355,2014,TX
8848c25545fffff,2014-01-03,18,2014-01-03 18:00:00,0,33.156491,-105.98554,2014,TX
8848de70e9fffff,2014-01-03,18,2014-01-03 18:00:00,0,35.088181,-104.86781,2014,TX
88446da029fffff,2014-01-03,18,2014-01-03 18:00:00,0,30.366919,-96.574044,2014,TX
88489a3535fffff,2014-01-03,18,2014-01-03 18:00:00,0,31.441481,-97.501808,2014,TX
8826d0d5d7fffff,2014-01-03,18,2014-01-03 18:00:00,0,36.120483,-102.607394,2014,TX
88489341e9fffff,2014-01-03,18,2014-01-03 18:00:00,0,29.285861,-95.74802,2014,TX
8826dab04dfffff,2014-01-03,18,2014-01-03 18:00:00,0,33.024957,-101.090724,2014,TX
8848f2b853fffff,2014-01-03,18,2014-01-03 18:00:00,0,30.56933,-104.633918,2014,TX
8826d8c91bfffff,2014-01-03,18,2014-01-03 18:00:00,0,33.527913,-100.883161,2014,TX
8848dc6a8bfffff,2014-01-03,18,2014-01-03 18:00:00,0,34.800272,-106.007298,2014,TX
88488040c7fffff,2014-01-03,18,2014-01-03 18:00:00,0,28.009561,-99.459071,2014,TX
8826cab2d9fffff,2014-01-03,18,2014-01-03 18:00:00,0,33.152798,-97.375718,2014,TX
88488325ddfffff,2014-01-03,18,2014-01-03 18:00:00,0,29.608919,-100.180439,2014,TX
8826caa2a1fffff,2014-01-03,18,2014-01-03 18:00:00,0,32.967651,-97.458071,2014,TX
8826c87563fffff,2014-01-03,18,2014-01-03 18:00:00,0,33.048783,-96.904813,2014,TX
8848c2d29dfffff,2014-01-03,18,2014-01-03 18:00:00,0,32.677467,-106.203998,2014,TX
8848833a39fffff,2014-01-03,18,2014-01-03 18:00:00,0,29.326878,-99.920557,2014,TX
8826c91001fffff,2014-01-03,18,2014-01-03 18:00:00,0,32.794107,-95.677882,2014,TX
88489d6563fffff,2014-01-03,18,2014-01-03 18:00:00,0,30.742266,-99.441957,2014,TX
8848880f37fffff,2014-01-03,18,2014-01-03 18:00:00,0,30.647415,-101.843224,2014,TX
8826dd2025fffff,2014-01-03,18,2014-01-03 18:00:00,0,33.300495,-98.85181,2014,TX
884899a84bfffff,2014-01-03,18,2014-01-03 18:00:00,0,31.41546,-99.782374,2014,TX
8826da2545fffff,2014-01-03,18,2014-01-03 18:00:00,0,32.360098,-101.254554,2014,TX
8848d4b997fffff,2014-01-03,18,2014-01-03 18:00:00,0,31.810078,-104.475811,2014,TX
88488aac5bfffff,2014-01-03,18,2014-01-03 18:00:00,0,31.084213,-101.200483,2014,TX
8848d2b815fffff,2014-01-03,18,2014-01-03 18:00:00,0,33.371248,-103.122209,2014,TX
8848883b51fffff,2014-01-03,18,2014-01-03 18:00:00,0,30.705191,-102.032175,2014,TX
8826da5995fffff,2014-01-03,18,2014-01-03 18:00:00,0,32.798349,-102.324833,2014,TX
8826cc01a9fffff,2014-01-03,18,2014-01-03 18:00:00,0,34.427369,-96.623298,2014,TX
8848933b59fffff,2014-01-03,18,2014-01-03 18:00:00,0,29.438988,-96.398589,2014,TX
8848f3451dfffff,2014-01-03,18,2014-01-03 18:00:00,0,31.53465,-104.962587,2014,TX
8826ca88c9fffff,2014-01-03,18,2014-01-03 18:00:00,0,33.260984,-97.917255,2014,TX
8826d8cf43fffff,2014-01-03,18,2014-01-03 18:00:00,0,33.513206,-100.716369,2014,TX
88489dcd25fffff,2014-01-03,18,2014-01-03 18:00:00,0,30.063716,-99.187907,2014,TX
8826c26529fffff,2014-01-03,18,2014-01-03 18:00:00,0,35.017957,-100.211911,2014,TX
8826cb0099fffff,2014-01-03,18,2014-01-03 18:00:00,0,32.178654,-96.885283,2014,TX
8848d478abfffff,2014-01-03,18,2014-01-03 18:00:00,0,32.230819,-103.786273,2014,TX
8848de6d27fffff,2014-01-03,18,2014-01-03 18:00:00,0,35.407306,-104.701855,2014,TX
8826dd3061fffff,2014-01-03,18,2014-01-03 18:00:00,0,33.485354,-98.813132,2014,TX
884898d4e5fffff,2014-01-03,18,2014-01-03 18:00:00,0,30.296407,-98.275145,2014,TX
8848d57903fffff,2014-01-03,18,2014-01-03 18:00:00,0,32.854838,-104.822865,2014,TX
8826d618e1fffff,2014-01-03,18,2014-01-03 18:00:00,0,36.486349,-103.777444,2014,TX
8826ce65d1fffff,2014-01-03,18,2014-01-03 18:00:00,0,33.55835,-97.92176,2014,TX
884892b54bfffff,2014-01-03,18,2014-01-03 18:00:00,0,28.418771,-95.877635,2014,TX
8848806e17fffff,2014-01-03,18,2014-01-03 18:00:00,0,28.47156,-99.723688,2014,TX
8826c00d25fffff,2014-01-03,18,2014-01-03 18:00:00,0,35.74561,-98.893389,2014,TX
8848958965fffff,2014-01-03,18,2014-01-03 18:00:00,0,27.334455,-97.62327,2014,TX
8826cd42e7fffff,2014-01-03,18,2014-01-03 18:00:00,0,33.754536,-95.968755,2014,TX
884898ce25fffff,2014-01-03,18,2014-01-03 18:00:00,0,30.435888,-98.064051,2014,TX
8848d645b7fffff,2014-01-03,18,2014-01-03 18:00:00,0,32.563583,-102.4861,2014,TX
8848de24b5fffff,2014-01-03,18,2014-01-03 18:00:00,0,35.345749,-105.55746,2014,TX
8826c2b257fffff,2014-01-03,18,2014-01-03 18:00:00,0,35.736235,-99.438104,2014,TX
8826cca581fffff,2014-01-03,18,2014-01-03 18:00:00,0,34.329397,-95.935215,2014,TX
8826dd7715fffff,2014-01-03,18,2014-01-03 18:00:00,0,33.388069,-99.18096,2014,TX
884892301bfffff,2014-01-03,18,2014-01-03 18:00:00,0,28.734645,-95.593187,2014,TX
8826dd809dfffff,2014-01-03,18,2014-01-03 18:00:00,0,33.996626,-98.815253,2014,TX
884888ca63fffff,2014-01-03,18,2014-01-03 18:00:00,0,30.141611,-101.459898,2014,TX
8826d961dbfffff,2014-01-03,18,2014-01-03 18:00:00,0,32.108052,-99.494071,2014,TX
8848d1b76bfffff,2014-01-03,18,2014-01-03 18:00:00,0,33.506647,-105.801785,2014,TX
8848da585dfffff,2014-01-03,18,2014-01-03 18:00:00,0,35.891817,-104.242561,2014,TX
884896398dfffff,2014-01-03,18,2014-01-03 18:00:00,0,27.686282,-95.547079,2014,TX
884461ad05fffff,2014-01-03,18,2014-01-03 18:00:00,0,29.064152,-94.453116,2014,TX
88446cb349fffff,2014-01-03,18,2014-01-03 18:00:00,0,29.389995,-95.567373,2014,TX
8826c2c547fffff,2014-01-03,18,2014-01-03 18:00:00,0,35.774139,-100.259735,2014,TX
8826ca35a3fffff,2014-01-03,18,2014-01-03 18:00:00,0,32.581458,-97.610681,2014,TX
8848d5d681fffff,2014-01-03,18,2014-01-03 18:00:00,0,32.106269,-105.207766,2014,TX
