h3_cell,date_utc,window_hour,window_6h_utc,label,centroid_lat,centroid_lon,fire_year,state_x,state_y,h3_resolution,ecoregion_l3,ecoregion_l2,fire_count,has_fire_history,burnable,avg_burn_prob,whp,flep4,cfl,erc,fm100,fm1000,bi,vpd,vs,rmax,rmin,tmmx,tmmn,pr,sph,erc_5D_mean,erc_5D_max,fm100_5D_mean,fm100_5D_min,bi_5D_mean,bi_5D_max,vpd_5D_mean,vpd_5D_max,vs_5D_mean,vs_5D_max,rmax_5D_mean,rmax_5D_min,tmmx_5D_mean,tmmx_5D_max,sin_month,cos_month,sin_hour,cos_hour
8844696b19fffff,2014-01-01,18,2014-01-01 18:00:00,1,31.8978,-95.482324,2014,TX,TX,8.0,8.3.7,8.3,1.0,True,True,0.0,0.0,0.0,0.0,29.0,1.66,1.86,33.0,0.0067,0.44,10.0,2.72,-24.059998,-36.009995,0.0,3.84e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8826d0b431fffff,2014-01-01,18,2014-01-01 18:00:00,0,35.826303,-101.75785,2014,TX,TX,8.0,9.4.1,9.4,0.0,False,True,0.0,0.0,0.0,0.0,35.0,1.68,1.56,37.0,0.0047,0.48,10.0,2.57,-24.679993,-36.64,0.0,2.6e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
88488c35dbfffff,2014-01-01,18,2014-01-01 18:00:00,0,29.686639,-102.521727,2014,TX,TX,8.0,10.2.4,10.2,0.0,False,True,0.0,0.0,0.0,0.0,40.0,1.49,1.51,35.0,0.0096,0.35,8.9,1.98,-23.769989,-35.839996,0.0,3.78e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
88489a704bfffff,2014-01-01,18,2014-01-01 18:00:00,0,31.303141,-96.948059,2014,TX,TX,8.0,9.4.7,9.4,0.0,False,True,0.0,0.0,0.0,0.0,33.0,1.53,1.76,38.0,0.0087,0.45,9.67,2.23,-23.829987,-35.949997,0.0,3.67e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8826deb553fffff,2014-01-01,18,2014-01-01 18:00:00,0,34.029462,-100.818628,2014,TX,TX,8.0,9.4.3,9.4,0.0,False,True,0.0,0.0,0.0,0.0,36.0,1.7,1.58,42.0,0.0088,0.58,10.0,1.59,-23.869995,-36.549988,0.0,2.95e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
88488b68edfffff,2014-01-01,18,2014-01-01 18:00:00,0,32.1437,-101.386839,2014,TX,TX,8.0,9.4.3,9.4,0.0,False,True,0.0,0.0,0.0,0.0,34.0,1.65,1.66,38.0,0.0104,0.51,9.98,1.54,-23.649994,-36.11,0.0,3.52e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
88489e2699fffff,2014-01-01,18,2014-01-01 18:00:00,0,30.443996,-97.83904,2014,TX,TX,8.0,9.4.6,9.4,0.0,False,True,0.0,0.0,0.0,0.0,33.0,1.55,1.74,36.0,0.0077,0.4,9.09,2.58,-23.959991,-35.73999,0.0,4.02e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8848800cb3fffff,2014-01-01,18,2014-01-01 18:00:00,0,28.194132,-99.935342,2014,TX,TX,8.0,9.6.1,9.6,0.0,False,True,0.0,0.0,0.0,0.0,27.0,1.92,1.84,26.0,0.0055,0.25,9.98,3.9,-24.079987,-35.369995,0.0,5.56e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
88446b71cdfffff,2014-01-01,18,2014-01-01 18:00:00,0,32.134687,-94.430825,2014,TX,TX,8.0,8.3.7,8.3,0.0,False,True,0.0,0.0,0.0,0.0,26.0,1.73,1.89,28.0,0.0055,0.38,10.0,3.14,-24.279999,-36.03,0.0,3.73e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8844680ac9fffff,2014-01-01,18,2014-01-01 18:00:00,0,30.798744,-94.781437,2014,TX,TX,8.0,8.3.7,8.3,1.0,True,True,0.0,0.0,0.0,0.0,28.0,1.59,1.81,25.0,0.0063,0.26,8.98,3.49,-24.12999,-35.579987,0.0,4.41e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8826d51a69fffff,2014-01-01,18,2014-01-01 18:00:00,0,36.369744,-101.327743,2014,TX,TX,8.0,9.4.1,9.4,0.0,False,True,0.0,0.0,0.0,0.0,30.0,1.8,1.66,32.0,0.0033,0.46,10.0,3.26,-24.929993,-36.76999,0.0,2.68e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8826c98953fffff,2014-01-02,18,2014-01-02 18:00:00,1,32.953556,-95.690622,2014,TX,TX,8.0,8.3.8,8.3,3.0,True,True,0.0,0.0,0.0,0.0,24.0,1.79,1.9,34.0,0.0015,0.6,10.0,5.62,-25.339996,-36.37999,0.0,3.08e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
884889c625fffff,2014-01-02,18,2014-01-02 18:00:00,1,30.88128,-102.869282,2014,TX,TX,8.0,10.2.4,10.2,1.0,True,True,0.0,0.0,0.0,0.0,48.0,1.16,1.33,40.0,0.0054,0.33,6.95,2.57,-24.75,-36.009995,0.0,2.56e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8826c9724bfffff,2014-01-02,18,2014-01-02 18:00:00,1,32.494986,-95.864588,2014,TX,TX,8.0,8.3.8,8.3,1.0,True,True,0.0,0.0,0.0,0.0,26.0,1.77,1.84,36.0,0.0015,0.61,10.0,5.53,-25.229996,-36.319992,0.0,3.33e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8826d956b9fffff,2014-01-02,18,2014-01-02 18:00:00,1,32.568442,-99.531572,2014,TX,TX,8.0,9.4.2,9.4,1.0,True,True,0.0,0.0,0.0,0.0,30.0,1.75,1.7,35.0,0.0028,0.57,9.53,4.02,-25.149994,-36.339996,0.0,2.78e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8826cb2b53fffff,2014-01-02,18,2014-01-02 18:00:00,1,31.86527,-96.862071,2014,TX,TX,8.0,9.4.7,9.4,7.0,True,True,0.0,0.0,0.0,0.0,28.0,1.72,1.78,42.0,0.002,0.7,10.0,4.94,-25.11,-36.36,0.0,3.22e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8826d95683fffff,2014-01-02,18,2014-01-02 18:00:00,1,32.576329,-99.526956,2014,TX,TX,8.0,9.4.2,9.4,2.0,True,True,0.0,0.0,0.0,0.0,30.0,1.75,1.7,35.0,0.0028,0.57,9.53,4.02,-25.149994,-36.339996,0.0,2.78e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8826d19131fffff,2014-01-02,18,2014-01-02 18:00:00,1,35.590675,-101.160696,2014,TX,TX,8.0,9.4.3,9.4,1.0,True,True,0.0,0.0,0.0,0.0,32.0,1.78,1.6,32.0,0.0036,0.4,10.0,3.17,-24.87999,-36.679993,0.0,2.71e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8826c98f05fffff,2014-01-02,18,2014-01-02 18:00:00,1,32.901863,-95.548756,2014,TX,TX,8.0,8.3.8,8.3,1.0,True,True,0.0,0.0,0.0,0.0,24.0,1.8,1.91,35.0,0.0014,0.62,10.0,5.74,-25.319992,-36.329987,0.0,3.2e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8826c9b68dfffff,2014-01-02,18,2014-01-02 18:00:00,1,32.701555,-94.958473,2014,TX,TX,8.0,8.3.7,8.3,10.0,True,True,0.0,0.0,0.0,0.0,22.0,1.85,1.99,33.0,0.0013,0.64,10.0,5.86,-25.25,-36.299988,0.0,3.44e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
88489b6351fffff,2014-01-02,18,2014-01-02 18:00:00,1,32.149974,-97.951808,2014,TX,TX,8.0,9.4.5,9.4,1.0,True,True,0.0,0.0,0.0,0.0,30.0,1.73,1.74,41.0,0.002,0.59,10.0,4.67,-25.179993,-36.5,0.0,3e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
88444d616dfffff,2014-01-02,18,2014-01-02 18:00:00,1,33.361073,-94.125932,2014,TX,,,,,,,,,,,,20.0,1.92,2.01,30.0,0.0013,0.59,10.0,5.83,-25.169998,-36.299988,0.0,3.54e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8826cb2b19fffff,2014-01-02,18,2014-01-02 18:00:00,1,31.857498,-96.866781,2014,TX,TX,8.0,9.4.7,9.4,1.0,True,True,0.0,0.0,0.0,0.0,28.0,1.72,1.78,42.0,0.002,0.7,10.0,4.94,-25.11,-36.36,0.0,3.22e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8848f2231dfffff,2014-01-02,18,2014-01-02 18:00:00,1,31.024829,-104.526732,2014,TX,TX,8.0,10.2.4,10.2,1.0,True,True,0.0,0.0,0.0,0.0,34.0,1.59,1.66,34.0,0.0055,0.43,8.71,2.52,-24.549988,-36.22,0.0,2.96e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8826cc5299fffff,2014-01-02,18,2014-01-02 18:00:00,0,34.62641,-96.956799,2014,TX,TX,8.0,9.4.5,9.4,0.0,False,True,0.0,0.0,0.0,0.0,29.0,1.68,1.82,41.0,0.0025,0.64,9.45,3.76,-25.429993,-36.729996,0.0,2.03e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8848d41025fffff,2014-01-02,18,2014-01-02 18:00:00,0,31.714876,-104.112881,2014,TX,TX,8.0,10.2.4,10.2,0.0,False,True,0.0,0.0,0.0,0.0,36.0,1.54,1.57,29.0,0.0049,0.28,8.88,2.73,-24.669998,-36.259995,0.0,2.84e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8826d5a441fffff,2014-01-02,18,2014-01-02 18:00:00,0,36.142998,-100.479406,2014,TX,TX,8.0,9.4.3,9.4,0.0,False,True,0.0,0.0,0.0,0.0,30.0,1.84,1.69,33.0,0.0042,0.46,10.0,2.71,-24.819992,-36.72,0.0,2.41e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8826dc54e1fffff,2014-01-02,18,2014-01-02 18:00:00,0,34.379492,-100.529743,2014,TX,TX,8.0,9.4.3,9.4,0.0,False,True,0.0,0.0,0.0,0.0,33.0,1.74,1.58,31.0,0.0037,0.36,9.65,3.25,-24.929993,-36.449997,0.0,2.64e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8848f33b29fffff,2014-01-02,18,2014-01-02 18:00:00,0,31.592487,-105.454747,2014,TX,TX,8.0,13.1.1,13.1,0.0,False,True,0.0,0.0,0.0,0.0,34.0,1.58,1.66,27.0,0.0056,0.26,8.78,2.32,-24.569992,-36.339996,0.0,2.73e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8826cdccd7fffff,2014-01-02,18,2014-01-02 18:00:00,0,33.907977,-95.746998,2014,TX,TX,8.0,8.3.8,8.3,0.0,False,True,0.0,0.0,0.0,0.0,26.0,1.74,1.88,38.0,0.0021,0.66,10.0,4.62,-25.289993,-36.5,0.0,2.63e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8848de09b3fffff,2014-01-02,18,2014-01-02 18:00:00,0,34.983726,-104.831866,2014,TX,TX,8.0,9.4.3,9.4,0.0,False,True,0.0,0.0,0.0,0.0,39.0,1.52,1.49,34.0,0.005,0.34,9.72,2.67,-24.61,-36.39,0.0,3.07e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8826cc8dc1fffff,2014-01-02,18,2014-01-02 18:00:00,0,34.664381,-96.389067,2014,TX,TX,8.0,9.4.5,9.4,0.0,False,True,0.0,0.0,0.0,0.0,27.0,1.7,1.87,43.0,0.0023,0.76,9.75,4.11,-25.419998,-36.64,0.0,2.2e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8848dad4d3fffff,2014-01-02,18,2014-01-02 18:00:00,0,35.592877,-104.869943,2014,TX,TX,8.0,9.4.1,9.4,0.0,False,True,0.0,0.0,0.0,0.0,43.0,1.33,1.44,37.0,0.0049,0.34,8.43,2.3,-24.789993,-36.549988,0.0,2.45e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8848d1d36dfffff,2014-01-02,18,2014-01-02 18:00:00,0,33.098479,-104.784483,2014,TX,TX,8.0,13.1.1,13.1,0.0,False,True,0.0,0.0,0.0,0.0,36.0,1.6,1.55,31.0,0.0043,0.32,10.0,2.86,-24.769989,-36.48999,0.0,2.81e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
884894ba01fffff,2014-01-02,18,2014-01-02 18:00:00,0,26.776059,-97.029378,2014,TX,TX,8.0,9.5.1,9.5,0.0,False,True,0.0,0.0,0.0,0.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32493.85,32493.85,32767.0,32767.0,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8826cad753fffff,2014-01-02,18,2014-01-02 18:00:00,0,33.438172,-98.129259,2014,TX,TX,8.0,9.4.5,9.4,0.0,False,True,0.0,0.0,0.0,0.0,29.0,1.76,1.76,43.0,0.0023,0.65,10.0,4.3,-25.319992,-36.51999,0.0,2.52e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8826ca6625fffff,2014-01-02,18,2014-01-02 18:00:00,0,32.521312,-98.096966,2014,TX,TX,8.0,9.4.5,9.4,0.0,False,True,0.0,0.0,0.0,0.0,30.0,1.73,1.75,41.0,0.0023,0.57,10.0,4.34,-25.179993,-36.479996,0.0,2.81e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8826ced147fffff,2014-01-02,18,2014-01-02 18:00:00,0,34.623638,-98.170978,2014,TX,TX,8.0,9.4.2,9.4,0.0,False,True,0.0,0.0,0.0,0.0,29.0,1.76,1.8,40.0,0.0026,0.61,9.23,3.88,-25.36,-36.589996,0.0,2.18e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
88489c556bfffff,2014-01-02,18,2014-01-02 18:00:00,0,29.488597,-98.133606,2014,TX,TX,8.0,9.4.7,9.4,0.0,False,True,0.0,0.0,0.0,0.0,29.0,1.72,1.76,38.0,0.0022,0.57,10.0,4.78,-24.669998,-36.259995,0.0,4.29e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8848d8d149fffff,2014-01-02,18,2014-01-02 18:00:00,0,34.946034,-105.836113,2014,TX,TX,8.0,9.4.3,9.4,0.0,False,True,0.0,0.0,0.0,0.0,29.0,1.84,1.73,29.0,0.0039,0.39,10.0,2.54,-24.949997,-36.86,0.0,2.42e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8848b2780bfffff,2014-01-02,18,2014-01-02 18:00:00,0,26.090871,-96.485559,2014,TX,TX,8.0,9.5.1,9.5,0.0,False,True,0.0,0.0,0.0,0.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32493.85,32493.85,32767.0,32767.0,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
88488e584bfffff,2014-01-02,18,2014-01-02 18:00:00,0,29.710032,-100.183844,2014,TX,TX,8.0,9.4.6,9.4,0.0,False,True,0.0,0.0,0.0,0.0,30.0,1.85,1.71,38.0,0.0038,0.51,10.0,3.56,-24.59999,-36.229996,0.0,3.74e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8826ca4d95fffff,2014-01-02,18,2014-01-02 18:00:00,0,32.712602,-98.576274,2014,TX,TX,8.0,9.4.5,9.4,0.0,False,True,0.0,0.0,0.0,0.0,30.0,1.77,1.73,41.0,0.0025,0.58,10.0,4.17,-25.179993,-36.429993,0.0,2.76e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8826c82e07fffff,2014-01-02,18,2014-01-02 18:00:00,0,32.881456,-96.484503,2014,TX,TX,8.0,9.4.7,9.4,0.0,False,True,0.0,0.0,0.0,0.0,26.0,1.74,1.83,37.0,0.0018,0.59,10.0,5.4,-25.329987,-36.289993,0.0,2.99e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8826d15005fffff,2014-01-02,18,2014-01-02 18:00:00,0,35.205796,-101.84975,2014,TX,TX,8.0,9.4.1,9.4,0.0,False,True,0.0,0.0,0.0,0.0,34.0,1.72,1.55,36.0,0.0036,0.47,10.0,3.17,-24.87999,-36.689987,0.0,2.75e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8848dc5849fffff,2014-01-02,18,2014-01-02 18:00:00,0,34.264227,-105.624781,2014,TX,TX,8.0,13.1.1,13.1,0.0,False,True,0.0,0.0,0.0,0.0,37.0,1.54,1.62,38.0,0.0045,0.37,9.49,2.34,-24.839996,-36.72,0.0,2.45e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8848d112d3fffff,2014-01-02,18,2014-01-02 18:00:00,0,33.51402,-105.277134,2014,TX,TX,8.0,13.1.1,13.1,0.0,False,True,0.0,0.0,0.0,0.0,49.0,1.12,1.32,44.0,0.0053,0.39,7.87,2.21,-24.73999,-36.439987,0.0,2.42e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8826c155bbfffff,2014-01-02,18,2014-01-02 18:00:00,0,35.172184,-98.018166,2014,TX,TX,8.0,9.4.2,9.4,0.0,False,True,0.0,0.0,0.0,0.0,26.0,1.9,1.83,36.0,0.0024,0.56,10.0,3.93,-25.37999,-36.70999,0.0,2.18e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
88488e4887fffff,2014-01-02,18,2014-01-02 18:00:00,0,29.959223,-100.184346,2014,TX,TX,8.0,9.4.6,9.4,0.0,False,True,0.0,0.0,0.0,0.0,31.0,1.84,1.66,40.0,0.0035,0.55,10.0,3.91,-24.75,-36.009995,0.0,3.77e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8826c20f61fffff,2014-01-02,18,2014-01-02 18:00:00,0,35.408183,-100.134014,2014,TX,TX,8.0,9.4.2,9.4,0.0,False,True,0.0,0.0,0.0,0.0,31.0,1.84,1.62,35.0,0.0037,0.52,10.0,3.05,-24.899994,-36.62999,0.0,2.53e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8826c38a37fffff,2014-01-02,18,2014-01-02 18:00:00,0,35.1423,-98.856362,2014,TX,TX,8.0,9.4.2,9.4,0.0,False,True,0.0,0.0,0.0,0.0,29.0,1.87,1.73,39.0,0.0026,0.53,9.7,3.85,-25.309998,-36.62999,0.0,2.27e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
884894a0a7fffff,2014-01-02,18,2014-01-02 18:00:00,0,27.004263,-97.151199,2014,TX,TX,8.0,9.5.1,9.5,0.0,False,True,0.0,0.0,0.0,0.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32493.85,32493.85,32767.0,32767.0,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8848d50c39fffff,2014-01-02,18,2014-01-02 18:00:00,0,32.717369,-105.251221,2014,TX,TX,8.0,13.1.1,13.1,0.0,False,True,0.0,0.0,0.0,0.0,44.0,1.23,1.42,39.0,0.0046,0.36,8.52,2.42,-24.869995,-36.48999,0.0,2.51e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
88488e5b33fffff,2014-01-02,18,2014-01-02 18:00:00,0,29.71283,-100.132563,2014,TX,TX,8.0,9.4.6,9.4,0.0,False,True,0.0,0.0,0.0,0.0,30.0,1.85,1.72,39.0,0.0038,0.53,10.0,3.48,-24.59999,-36.26999,0.0,3.66e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8848de896bfffff,2014-01-02,18,2014-01-02 18:00:00,0,34.495266,-104.985151,2014,TX,TX,8.0,9.4.1,9.4,0.0,False,True,0.0,0.0,0.0,0.0,36.0,1.63,1.55,32.0,0.0045,0.33,10.0,2.73,-24.720001,-36.509995,0.0,2.93e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8848d1d6e3fffff,2014-01-02,18,2014-01-02 18:00:00,0,33.252037,-105.079805,2014,TX,TX,8.0,13.1.1,13.1,0.0,False,True,0.0,0.0,0.0,0.0,46.0,1.24,1.37,40.0,0.0055,0.36,8.67,2.22,-24.61,-36.40999,0.0,2.68e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8826dd0c11fffff,2014-01-02,18,2014-01-02 18:00:00,0,33.497981,-99.105013,2014,TX,TX,8.0,9.4.2,9.4,0.0,False,True,0.0,0.0,0.0,0.0,30.0,1.8,1.74,40.0,0.0026,0.55,9.82,4.07,-25.209991,-36.449997,0.0,2.6e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8848d36137fffff,2014-01-02,18,2014-01-02 18:00:00,0,34.593435,-103.586042,2014,TX,TX,8.0,9.4.1,9.4,0.0,False,True,0.0,0.0,0.0,0.0,39.0,1.49,1.46,36.0,0.004,0.37,9.57,3.13,-24.84999,-36.399994,0.0,2.93e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8826dc8531fffff,2014-01-02,18,2014-01-02 18:00:00,0,34.63521,-99.897968,2014,TX,TX,8.0,9.4.2,9.4,0.0,False,True,0.0,0.0,0.0,0.0,32.0,1.82,1.66,37.0,0.0034,0.43,10.0,3.3,-25.0,-36.59999,0.0,2.49e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8826dd5467fffff,2014-01-02,18,2014-01-02 18:00:00,0,33.721376,-99.467765,2014,TX,TX,8.0,9.4.3,9.4,0.0,False,True,0.0,0.0,0.0,0.0,31.0,1.81,1.7,38.0,0.0029,0.48,9.88,3.88,-25.12999,-36.449997,0.0,2.63e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
884891532dfffff,2014-01-02,18,2014-01-02 18:00:00,0,28.625291,-96.963248,2014,TX,TX,8.0,9.5.1,9.5,0.0,False,True,0.0,0.0,0.0,0.0,25.0,1.78,1.83,33.0,0.001,0.58,10.0,6.18,-24.589996,-35.86,0.0,5.71e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
88488d171dfffff,2014-01-02,18,2014-01-02 18:00:00,0,29.918871,-103.292219,2014,TX,TX,8.0,10.2.4,10.2,0.0,False,True,0.0,0.0,0.0,0.0,36.0,1.6,1.56,36.0,0.006,0.43,9.09,2.57,-24.369995,-36.09999,0.0,3.3e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
884898a92dfffff,2014-01-02,18,2014-01-02 18:00:00,0,30.73251,-98.593736,2014,TX,TX,8.0,9.4.6,9.4,0.0,False,True,0.0,0.0,0.0,0.0,27.0,1.82,1.8,37.0,0.0023,0.57,10.0,4.46,-24.819992,-36.40999,0.0,3.74e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8826cc601dfffff,2014-01-02,18,2014-01-02 18:00:00,0,34.099505,-96.78844,2014,TX,TX,8.0,9.4.5,9.4,0.0,False,True,0.0,0.0,0.0,0.0,27.0,1.67,1.86,37.0,0.0022,0.6,9.65,4.37,-25.409988,-36.549988,0.0,2.35e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8826c34539fffff,2014-01-02,18,2014-01-02 18:00:00,0,34.662734,-99.369626,2014,TX,TX,8.0,9.4.2,9.4,0.0,False,True,0.0,0.0,0.0,0.0,31.0,1.84,1.7,36.0,0.003,0.44,9.98,3.69,-25.12999,-36.559998,0.0,2.47e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
88489da921fffff,2014-01-02,18,2014-01-02 18:00:00,0,30.304369,-99.830889,2014,TX,TX,8.0,9.4.6,9.4,0.0,False,True,0.0,0.0,0.0,0.0,29.0,1.86,1.74,41.0,0.003,0.6,10.0,3.69,-24.709991,-36.5,0.0,3.62e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8826d36c85fffff,2014-01-02,18,2014-01-02 18:00:00,0,34.0231,-102.819643,2014,TX,TX,8.0,9.4.1,9.4,0.0,False,True,0.0,0.0,0.0,0.0,33.0,1.77,1.59,33.0,0.004,0.4,10.0,2.85,-24.819992,-36.679993,0.0,2.65e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
88488d1aa3fffff,2014-01-02,18,2014-01-02 18:00:00,0,29.946049,-103.039334,2014,TX,TX,8.0,10.2.4,10.2,0.0,False,True,0.0,0.0,0.0,0.0,41.0,1.42,1.46,39.0,0.0056,0.43,8.36,2.8,-24.479996,-35.97,0.0,3.42e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8848f66233fffff,2014-01-02,18,2014-01-02 18:00:00,0,29.924516,-104.192657,2014,TX,TX,8.0,10.2.4,10.2,0.0,False,True,0.0,0.0,0.0,0.0,44.0,1.26,1.42,39.0,0.006,0.37,7.29,2.51,-24.529999,-35.979996,0.0,3.03e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
