h3_cell,date_utc,window_hour,window_6h_utc,label,centroid_lat,centroid_lon,fire_year,state_x,state_y,h3_resolution,ecoregion_l3,ecoregion_l2,fire_count,has_fire_history,burnable,avg_burn_prob,whp,flep4,cfl,erc,fm100,fm1000,bi,vpd,vs,rmax,rmin,tmmx,tmmn,pr,sph,erc_5D_mean,erc_5D_max,fm100_5D_mean,fm100_5D_min,bi_5D_mean,bi_5D_max,vpd_5D_mean,vpd_5D_max,vs_5D_mean,vs_5D_max,rmax_5D_mean,rmax_5D_min,tmmx_5D_mean,tmmx_5D_max,sin_month,cos_month,sin_hour,cos_hour
88489e8535fffff,2014-01-17,18,2014-01-17 18:00:00,0,29.709902,-97.608574,2014,TX,TX,8.0,8.3.8,8.3,0.0,False,True,0.0,0.0,0.0,0.0,44.0,1.09,1.54,40.0,0.0076,0.36,7.34,2.31,-24.169998,-35.73999,0.0,3.18e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8826c9ae55fffff,2014-01-17,18,2014-01-17 18:00:00,0,32.5405,-95.182688,2014,TX,TX,8.0,8.3.7,8.3,0.0,False,True,0.0,0.0,0.0,0.0,42.0,1.0,1.64,43.0,0.006,0.46,5.46,2.23,-24.769989,-35.95999,0.0,2.04e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8826cea929fffff,2014-01-17,18,2014-01-17 18:00:00,0,34.038205,-97.595585,2014,TX,TX,8.0,9.4.2,9.4,0.0,False,True,0.0,0.0,0.0,0.0,50.0,0.89,1.45,43.0,0.0073,0.33,3.85,1.55,-24.699997,-35.829987,0.0,1.58e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8848b34465fffff,2014-01-17,18,2014-01-17 18:00:00,0,26.632707,-97.476663,2014,TX,TX,8.0,9.5.1,9.5,0.0,False,True,0.0,0.0,0.0,0.0,22.0,1.65,1.98,26.0,0.0029,0.4,10.0,5.91,-24.009995,-34.869995,0.0,8.37e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8844699593fffff,2014-01-17,18,2014-01-17 18:00:00,0,31.149447,-96.30463,2014,TX,TX,8.0,8.3.8,8.3,0.0,False,True,0.0,0.0,0.0,0.0,42.0,1.04,1.59,38.0,0.0069,0.36,6.63,2.18,-24.409988,-35.92,0.0,2.55e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
88489c3aa1fffff,2014-01-17,18,2014-01-17 18:00:00,0,29.813438,-98.712629,2014,TX,TX,8.0,9.4.6,9.4,0.0,False,True,0.0,0.0,0.0,0.0,48.0,0.96,1.49,50.0,0.0095,0.47,7.06,1.43,-23.949997,-35.98999,0.0,2.66e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8848ab7941fffff,2014-01-17,18,2014-01-17 18:00:00,0,29.153917,-102.83394,2014,TX,TX,8.0,10.2.4,10.2,0.0,False,True,0.0,0.0,0.0,0.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32493.85,32493.85,32767.0,32767.0,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8826c81ab9fffff,2014-01-17,18,2014-01-17 18:00:00,0,33.453485,-96.839785,2014,TX,TX,8.0,9.4.7,9.4,0.0,False,True,0.0,0.0,0.0,0.0,47.0,0.91,1.53,43.0,0.0073,0.35,3.94,1.77,-24.720001,-35.699997,0.0,1.73e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8826c37a63fffff,2014-01-17,18,2014-01-17 18:00:00,0,34.581421,-99.304051,2014,TX,TX,8.0,9.4.2,9.4,0.0,False,True,0.0,0.0,0.0,0.0,53.0,0.89,1.39,41.0,0.0075,0.24,5.1,1.54,-24.479996,-36.069992,0.0,1.81e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8826ce4953fffff,2014-01-17,18,2014-01-17 18:00:00,0,34.011809,-98.577644,2014,TX,TX,8.0,9.4.2,9.4,0.0,False,True,0.0,0.0,0.0,0.0,55.0,0.8,1.33,42.0,0.0074,0.24,4.16,1.69,-24.62999,-35.84999,0.0,1.73e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8826c30c45fffff,2014-01-17,18,2014-01-17 18:00:00,0,34.661314,-98.962978,2014,TX,TX,8.0,9.4.2,9.4,0.0,False,True,0.0,0.0,0.0,0.0,52.0,0.89,1.41,44.0,0.007,0.3,4.9,1.7,-24.619995,-36.01999,0.0,1.79e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8826c39807fffff,2014-01-17,18,2014-01-17 18:00:00,0,35.270788,-98.861115,2014,TX,TX,8.0,9.4.2,9.4,0.0,False,True,0.0,0.0,0.0,0.0,53.0,0.85,1.39,48.0,0.007,0.35,4.46,1.63,-24.679993,-36.009995,0.0,1.63e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8848823621fffff,2014-01-17,18,2014-01-17 18:00:00,0,28.64915,-99.162689,2014,TX,TX,8.0,9.6.1,9.6,0.0,False,True,0.0,0.0,0.0,0.0,46.0,1.07,1.5,43.0,0.0091,0.37,7.83,2.14,-23.869995,-35.549988,0.0,3.81e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
88446b9aebfffff,2014-01-17,18,2014-01-17 18:00:00,0,31.401548,-94.819896,2014,TX,TX,8.0,8.3.7,8.3,2.0,True,True,0.0,0.0,0.0,0.0,40.0,1.11,1.62,37.0,0.006,0.4,7.1,2.36,-24.549988,-36.089996,0.0,2.42e-08,23.0,23.0,1.5399999618530273,1.5399999618530273,0.0,0.0,0.01140000019222498,0.01140000019222498,0.46000000834465027,0.46000000834465027,6.949999809265137,6.949999809265137,-23.659988403320312,-23.659988403320312,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
88444ca04dfffff,2014-01-17,18,2014-01-17 18:00:00,0,32.241636,-93.936376,2014,TX,TX,8.0,8.3.7,8.3,0.0,False,True,0.0,0.0,0.0,0.0,41.0,1.04,1.62,44.0,0.0057,0.52,6.26,2.42,-24.729996,-36.0,0.0,2.25e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8848c64599fffff,2014-01-17,18,2014-01-17 18:00:00,0,32.245874,-106.153862,2014,TX,TX,8.0,10.2.4,10.2,0.0,False,True,0.0,0.0,0.0,0.0,58.0,0.84,1.21,37.0,0.0079,0.16,6.64,1.39,-24.299988,-36.28,0.0,2.11e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8826d8011dfffff,2014-01-17,18,2014-01-17 18:00:00,0,33.235536,-100.424591,2014,TX,TX,8.0,9.4.3,9.4,0.0,False,True,0.0,0.0,0.0,0.0,53.0,0.86,1.35,38.0,0.0072,0.24,5.77,1.7,-24.479996,-36.049988,0.0,2.08e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
884892986bfffff,2014-01-17,18,2014-01-17 18:00:00,0,28.007915,-95.348357,2014,TX,TX,8.0,9.5.1,9.5,0.0,False,True,0.0,0.0,0.0,0.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32493.85,32493.85,32767.0,32767.0,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
88489922d9fffff,2014-01-17,18,2014-01-17 18:00:00,0,31.745874,-99.825551,2014,TX,TX,8.0,9.4.2,9.4,0.0,False,True,0.0,0.0,0.0,0.0,49.0,1.02,1.47,43.0,0.0074,0.31,6.65,1.69,-24.339996,-36.049988,0.0,2.38e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8848d47593fffff,2014-01-17,18,2014-01-17 18:00:00,0,32.276737,-104.096091,2014,TX,TX,8.0,10.2.4,10.2,0.0,False,True,0.0,0.0,0.0,0.0,57.0,0.83,1.24,49.0,0.0075,0.36,6.94,1.71,-24.329987,-36.12999,0.0,2.39e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8826c030c7fffff,2014-01-17,18,2014-01-17 18:00:00,0,35.676011,-98.397924,2014,TX,TX,8.0,9.4.2,9.4,0.0,False,True,0.0,0.0,0.0,0.0,51.0,0.89,1.42,48.0,0.0066,0.37,4.41,1.58,-24.759995,-36.11,0.0,1.52e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
88446816ddfffff,2014-01-17,18,2014-01-17 18:00:00,0,30.702506,-95.140944,2014,TX,TX,8.0,8.3.7,8.3,0.0,False,True,0.0,0.0,0.0,0.0,41.0,1.15,1.59,37.0,0.0067,0.38,7.65,2.35,-24.34999,-36.01999,0.0,2.73e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
88488294a9fffff,2014-01-17,18,2014-01-17 18:00:00,0,27.988503,-99.118525,2014,TX,TX,8.0,9.6.1,9.6,0.0,False,True,0.0,0.0,0.0,0.0,43.0,1.22,1.54,38.0,0.0088,0.32,9.23,2.39,-23.759995,-35.569992,0.0,4.43e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8844699641fffff,2014-01-17,18,2014-01-17 18:00:00,0,30.995041,-96.347638,2014,TX,TX,8.0,8.3.8,8.3,0.0,False,True,0.0,0.0,0.0,0.0,43.0,1.03,1.58,39.0,0.007,0.38,6.55,2.13,-24.409988,-35.92,0.0,2.52e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
88446d9b21fffff,2014-01-17,18,2014-01-17 18:00:00,0,29.847077,-96.116742,2014,TX,TX,8.0,9.5.1,9.5,0.0,False,True,0.0,0.0,0.0,0.0,38.0,1.18,1.66,36.0,0.0071,0.38,8.04,2.71,-24.169998,-35.759995,0.0,3.46e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8826cb68adfffff,2014-01-17,18,2014-01-17 18:00:00,0,31.74544,-97.350392,2014,TX,TX,8.0,9.4.5,9.4,0.0,False,True,0.0,0.0,0.0,0.0,47.0,0.99,1.51,42.0,0.0074,0.33,5.95,1.98,-24.39,-35.869995,0.0,2.36e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8826c925cbfffff,2014-01-17,18,2014-01-17 18:00:00,0,32.128486,-95.308384,2014,TX,TX,8.0,8.3.7,8.3,2.0,True,True,0.0,0.0,0.0,0.0,44.0,0.99,1.55,41.0,0.0063,0.41,5.79,2.25,-24.619995,-35.899994,0.0,2.3e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8848d450d5fffff,2014-01-17,18,2014-01-17 18:00:00,0,31.786879,-103.691011,2014,TX,TX,8.0,10.2.4,10.2,0.0,False,True,0.0,0.0,0.0,0.0,59.0,0.79,1.22,46.0,0.0085,0.29,6.74,1.46,-24.179993,-36.12999,0.0,2.3e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8848d89435fffff,2014-01-17,18,2014-01-17 18:00:00,0,35.038882,-106.592059,2014,TX,TX,8.0,10.2.4,10.2,0.0,False,True,0.0,0.0,0.0,0.0,61.0,0.82,1.11,50.0,0.0061,0.34,5.47,2.22,-24.789993,-36.079987,0.0,2.06e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8848c60507fffff,2014-01-17,18,2014-01-17 18:00:00,0,32.148384,-106.596257,2014,TX,TX,8.0,10.2.4,10.2,0.0,False,True,0.0,0.0,0.0,0.0,61.0,0.79,1.16,37.0,0.0081,0.13,6.29,1.35,-24.309998,-36.22,0.0,2.07e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8848f38f27fffff,2014-01-17,18,2014-01-17 18:00:00,0,31.111847,-105.491944,2014,TX,TX,8.0,10.2.4,10.2,0.0,False,True,0.0,0.0,0.0,0.0,66.0,0.68,1.08,42.0,0.0083,0.17,4.92,1.25,-24.409988,-35.979996,0.0,1.88e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8848daad01fffff,2014-01-17,18,2014-01-17 18:00:00,0,36.086816,-105.369354,2014,TX,TX,8.0,9.4.1,9.4,0.0,False,True,0.0,0.0,0.0,0.0,60.0,0.86,1.18,51.0,0.0048,0.33,5.24,1.5,-25.179993,-36.569992,0.0,1.52e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8826d62ea7fffff,2014-01-17,18,2014-01-17 18:00:00,0,35.903805,-103.291158,2014,TX,TX,8.0,9.4.1,9.4,0.0,False,True,0.0,0.0,0.0,0.0,48.0,1.09,1.4,40.0,0.0059,0.34,6.67,1.71,-24.709991,-36.399994,0.0,2.01e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8848f079c1fffff,2014-01-17,18,2014-01-17 18:00:00,0,30.560835,-105.08658,2014,TX,TX,8.0,10.2.4,10.2,0.0,False,True,0.0,0.0,0.0,0.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32493.85,32493.85,32767.0,32767.0,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8848dc8d21fffff,2014-01-17,18,2014-01-17 18:00:00,0,34.124043,-106.406995,2014,TX,TX,8.0,10.2.4,10.2,0.0,False,True,0.0,0.0,0.0,0.0,55.0,0.93,1.25,39.0,0.0061,0.23,6.97,1.72,-24.649994,-36.53,0.0,1.95e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
884899831bfffff,2014-01-17,18,2014-01-17 18:00:00,0,30.972594,-99.652333,2014,TX,TX,8.0,9.4.6,9.4,0.0,False,True,0.0,0.0,0.0,0.0,49.0,1.03,1.46,47.0,0.0079,0.37,6.88,1.5,-24.23999,-36.089996,0.0,2.42e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8826c66b63fffff,2014-01-17,18,2014-01-17 18:00:00,0,36.238423,-100.357545,2014,TX,TX,8.0,9.4.3,9.4,0.0,False,True,0.0,0.0,0.0,0.0,47.0,0.98,1.47,41.0,0.0071,0.37,5.71,1.35,-24.519989,-36.42,0.0,1.61e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8848b32163fffff,2014-01-17,18,2014-01-17 18:00:00,0,26.887922,-98.028954,2014,TX,TX,8.0,9.5.1,9.5,0.0,False,True,0.0,0.0,0.0,0.0,28.0,1.53,1.85,33.0,0.0051,0.45,10.0,4.28,-23.720001,-35.23999,0.0,7.46e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8848d3d8e7fffff,2014-01-17,18,2014-01-17 18:00:00,0,33.758502,-103.431506,2014,TX,TX,8.0,9.4.1,9.4,0.0,False,True,0.0,0.0,0.0,0.0,51.0,1.04,1.31,47.0,0.006,0.41,7.86,1.86,-24.589996,-36.45999,0.0,2.25e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8848f3d621fffff,2014-01-17,18,2014-01-17 18:00:00,0,30.906944,-105.247622,2014,TX,TX,8.0,10.2.4,10.2,0.0,False,True,0.0,0.0,0.0,0.0,58.0,0.77,1.25,37.0,0.009,0.16,5.84,1.22,-24.189987,-36.12999,0.0,2e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8826c2b221fffff,2014-01-17,18,2014-01-17 18:00:00,0,35.727079,-99.485998,2014,TX,TX,8.0,9.4.2,9.4,0.0,False,True,0.0,0.0,0.0,0.0,52.0,0.86,1.38,44.0,0.0072,0.34,4.72,1.39,-24.59999,-36.199997,0.0,1.53e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
884892d233fffff,2014-01-17,18,2014-01-17 18:00:00,0,27.952607,-95.079388,2014,TX,TX,8.0,9.5.1,9.5,0.0,False,True,0.0,0.0,0.0,0.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32493.85,32493.85,32767.0,32767.0,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8848966d8dfffff,2014-01-17,18,2014-01-17 18:00:00,0,27.965724,-95.178622,2014,TX,TX,8.0,9.5.1,9.5,0.0,False,True,0.0,0.0,0.0,0.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32493.85,32493.85,32767.0,32767.0,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8826d0883dfffff,2014-01-17,18,2014-01-17 18:00:00,0,36.061871,-102.441326,2014,TX,TX,8.0,9.4.1,9.4,0.0,False,True,0.0,0.0,0.0,0.0,45.0,1.16,1.48,38.0,0.0063,0.35,7.23,1.66,-24.579987,-36.539993,0.0,1.96e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8848d245e7fffff,2014-01-17,18,2014-01-17 18:00:00,0,33.669712,-102.327818,2014,TX,TX,8.0,9.4.1,9.4,0.0,False,True,0.0,0.0,0.0,0.0,50.0,1.03,1.35,46.0,0.0062,0.41,7.29,1.77,-24.569992,-36.39,0.0,2.13e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8826cd5857fffff,2014-01-17,18,2014-01-17 18:00:00,0,33.850985,-96.145936,2014,TX,TX,8.0,8.3.8,8.3,0.0,False,True,0.0,0.0,0.0,0.0,44.0,0.94,1.6,45.0,0.007,0.44,3.91,1.72,-24.769989,-35.809998,0.0,1.61e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8826c37365fffff,2014-01-17,18,2014-01-17 18:00:00,0,34.645401,-99.212995,2014,TX,TX,8.0,9.4.2,9.4,0.0,False,True,0.0,0.0,0.0,0.0,53.0,0.87,1.38,42.0,0.0074,0.26,4.99,1.6,-24.529999,-36.039993,0.0,1.81e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8826dc8b61fffff,2014-01-17,18,2014-01-17 18:00:00,0,34.766348,-100.226718,2014,TX,TX,8.0,9.4.2,9.4,0.0,False,True,0.0,0.0,0.0,0.0,57.0,0.77,1.27,40.0,0.0082,0.21,4.97,1.37,-24.37999,-36.03,0.0,1.83e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8826dc88ebfffff,2014-01-17,18,2014-01-17 18:00:00,0,34.663758,-100.131411,2014,TX,TX,8.0,9.4.3,9.4,0.0,False,True,0.0,0.0,0.0,0.0,56.0,0.79,1.28,38.0,0.0079,0.19,5.01,1.41,-24.429993,-36.039993,0.0,1.81e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8848d31185fffff,2014-01-17,18,2014-01-17 18:00:00,0,34.058749,-103.862751,2014,TX,TX,8.0,9.4.1,9.4,0.0,False,True,0.0,0.0,0.0,0.0,53.0,0.99,1.26,49.0,0.0059,0.42,7.61,1.92,-24.619995,-36.42,0.0,2.26e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8826d84c13fffff,2014-01-17,18,2014-01-17 18:00:00,0,33.036083,-100.879101,2014,TX,TX,8.0,9.4.3,9.4,0.0,False,True,0.0,0.0,0.0,0.0,53.0,0.87,1.33,42.0,0.0073,0.31,5.78,1.71,-24.459991,-36.0,0.0,2.17e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8848d22e25fffff,2014-01-17,18,2014-01-17 18:00:00,0,33.963196,-103.028832,2014,TX,TX,8.0,9.4.1,9.4,0.0,False,True,0.0,0.0,0.0,0.0,50.0,1.07,1.33,46.0,0.0062,0.41,7.9,1.73,-24.559998,-36.559998,0.0,2.09e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
88488c3139fffff,2014-01-17,18,2014-01-17 18:00:00,0,29.562193,-102.290604,2014,TX,TX,8.0,10.2.4,10.2,0.0,False,True,0.0,0.0,0.0,0.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32493.85,32493.85,32767.0,32767.0,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8826da2307fffff,2014-01-17,18,2014-01-17 18:00:00,0,32.484495,-101.377934,2014,TX,TX,8.0,9.4.3,9.4,0.0,False,True,0.0,0.0,0.0,0.0,52.0,0.91,1.35,43.0,0.0074,0.34,6.21,1.69,-24.409988,-36.009995,0.0,2.29e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8826c6273bfffff,2014-01-17,18,2014-01-17 18:00:00,0,36.188017,-99.454941,2014,TX,TX,8.0,9.4.3,9.4,0.0,False,True,0.0,0.0,0.0,0.0,52.0,0.86,1.4,48.0,0.0074,0.44,4.29,1.26,-24.59999,-36.17,0.0,1.44e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8826c675b3fffff,2014-01-17,18,2014-01-17 18:00:00,0,36.215938,-99.957634,2014,TX,TX,8.0,9.4.3,9.4,0.0,False,True,0.0,0.0,0.0,0.0,50.0,0.89,1.44,44.0,0.0073,0.39,4.86,1.37,-24.559998,-36.189987,0.0,1.62e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8826dcd0d5fffff,2014-01-17,18,2014-01-17 18:00:00,0,34.856855,-100.423514,2014,TX,TX,8.0,9.4.2,9.4,0.0,False,True,0.0,0.0,0.0,0.0,55.0,0.83,1.3,40.0,0.0076,0.24,5.41,1.39,-24.439987,-36.15999,0.0,1.82e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
884449b645fffff,2014-01-17,18,2014-01-17 18:00:00,0,33.995022,-94.965385,2014,TX,TX,8.0,8.3.7,8.3,0.0,False,True,0.0,0.0,0.0,0.0,35.0,1.19,1.79,38.0,0.0052,0.5,5.88,2.33,-24.939987,-36.189987,0.0,1.84e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8848f64807fffff,2014-01-17,18,2014-01-17 18:00:00,0,29.668419,-103.68158,2014,TX,TX,8.0,10.2.4,10.2,0.0,False,True,0.0,0.0,0.0,0.0,54.0,0.9,1.3,43.0,0.0086,0.31,7.05,1.62,-24.119995,-36.059998,0.0,2.63e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8848d24717fffff,2014-01-17,18,2014-01-17 18:00:00,0,33.590613,-102.362209,2014,TX,TX,8.0,9.4.1,9.4,0.0,False,True,0.0,0.0,0.0,0.0,50.0,1.02,1.34,46.0,0.0062,0.41,7.34,1.78,-24.579987,-36.40999,0.0,2.13e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
88489b7691fffff,2014-01-17,18,2014-01-17 18:00:00,0,32.163761,-98.239038,2014,TX,TX,8.0,9.4.5,9.4,0.0,False,True,0.0,0.0,0.0,0.0,51.0,0.92,1.43,41.0,0.007,0.26,5.34,1.83,-24.559998,-35.87999,0.0,2.13e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8848dac8e3fffff,2014-01-17,18,2014-01-17 18:00:00,0,35.72402,-104.452127,2014,TX,TX,8.0,9.4.1,9.4,0.0,False,True,0.0,0.0,0.0,0.0,57.0,0.93,1.2,42.0,0.0064,0.25,7.03,1.57,-24.589996,-36.509995,0.0,1.97e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8826c86ec9fffff,2014-01-17,18,2014-01-17 18:00:00,0,32.85743,-96.940431,2014,TX,TX,8.0,9.4.7,9.4,0.0,False,True,0.0,0.0,0.0,0.0,52.0,0.84,1.4,45.0,0.008,0.33,3.84,1.84,-24.589996,-35.5,0.0,1.93e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8826d5258bfffff,2014-01-17,18,2014-01-17 18:00:00,0,35.686046,-100.734968,2014,TX,TX,8.0,9.4.3,9.4,0.0,False,True,0.0,0.0,0.0,0.0,50.0,0.91,1.4,40.0,0.0069,0.31,5.87,1.51,-24.539993,-36.339996,0.0,1.8e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8826d5cc91fffff,2014-01-17,18,2014-01-17 18:00:00,0,36.326698,-101.438427,2014,TX,TX,8.0,9.4.1,9.4,0.0,False,True,0.0,0.0,0.0,0.0,44.0,1.12,1.51,38.0,0.0067,0.34,7.09,1.5,-24.519989,-36.569992,0.0,1.84e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
8826d28f2bfffff,2014-01-17,18,2014-01-17 18:00:00,0,35.570013,-103.618405,2014,TX,TX,8.0,9.4.1,9.4,0.0,False,True,0.0,0.0,0.0,0.0,51.0,0.99,1.35,40.0,0.0071,0.3,6.49,1.74,-24.449997,-36.229996,0.0,2.21e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
88489211c9fffff,2014-01-17,18,2014-01-17 18:00:00,0,28.371969,-95.279402,2014,TX,TX,8.0,9.5.1,9.5,0.0,False,True,0.0,0.0,0.0,0.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32493.85,32493.85,32767.0,32767.0,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
88446c54d1fffff,2014-01-17,18,2014-01-17 18:00:00,0,29.641847,-94.822502,2014,TX,TX,8.0,9.5.1,9.5,0.0,False,True,0.0,0.0,0.0,0.0,34.0,1.36,1.73,29.0,0.0067,0.32,8.65,3.31,-24.09999,-35.40999,0.0,4.55e-08,,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
