State,H3_Resolution,Total_Cells,Fire_History_Cells,No_Fire_Cells,Unique_L3_Ecoregions,Lat_Min,Lat_Max,Lon_Min,Lon_Max
California,8,610491,30886,579605,12,32.5316,42.01,-124.41,-114.1349
